,alpha,performance,capacity
0,0.3,0.22088737150089593,9.0
1,0.5,0.25417705318442424,10.0
2,0.7,0.29564155184737784,11.0
3,0.8,0.3190458232441168,12.0
4,0.9,0.34790214643910605,12.0
5,0.95,0.3509910730493195,13.0
6,1.0,0.3782276157969813,13.0
7,1.05,0.37864885775486096,14.0
8,1.1,0.38121396173880995,14.0
9,1.2,0.396364603722173,14.0
10,1.3,0.40496462472825545,14.0
11,1.4,0.42630439611772714,1.0
12,1.5,0.42728739641677227,1.0
13,2.0,0.16646143912487685,7.0
14,2.5,0.10220314298278668,4.0
15,3.0,0.07625582657445383,4.0
16,3.5,0.05444055754639409,3.0
