,alpha,performance,capacity
0,0.3,0.2368218842841975,8.0
1,0.5,0.25784586876494353,9.0
2,0.7,0.31266730654890296,11.0
3,0.8,0.32399307642202035,11.0
4,0.9,0.348980466105631,12.0
5,0.95,0.35249465972460187,12.0
6,1.0,0.38025365090182106,12.0
7,1.05,0.38519787702690184,12.0
8,1.1,0.39303105361681484,12.0
9,1.2,0.4206823537740785,13.0
10,1.3,0.4269052468611039,13.0
11,1.4,0.4438623069428319,14.0
12,1.5,0.44820011708202623,14.0
13,2.0,0.47455608025420737,1.0
14,2.5,0.15024619989752525,5.0
15,3.0,0.09150562452963251,4.0
16,3.5,0.07080696461518005,2.0
