,alpha,performance,capacity
0,0.3,0.2526281067789255,9.0
1,0.5,0.28975122714360996,10.0
2,0.7,0.3271460206773322,11.0
3,0.8,0.35886522066927923,11.0
4,0.9,0.36455433216277666,12.0
5,0.95,0.3654225852112297,12.0
6,1.0,0.39994013330182154,13.0
7,1.05,0.40258154400333124,13.0
8,1.1,0.40442064124258187,13.0
9,1.2,0.4375615179887139,14.0
10,1.3,0.46228112142067174,14.0
11,1.4,0.4696644118422821,14.0
12,1.5,0.48531411045280665,15.0
13,2.0,0.4939430595255144,1.0
14,2.5,0.12473979753847914,4.0
15,3.0,0.08645014497961012,4.0
16,3.5,0.06970868370257444,3.0
