,alpha,performance,capacity
0,0.3,0.18678568577840934,9.0
1,0.5,0.23822462533008304,11.0
2,0.7,0.28031691021783645,12.0
3,0.8,0.3025782584659737,13.0
4,0.9,0.31897292312074343,14.0
5,0.95,0.3315197388576338,14.0
6,1.0,0.3365371470932599,13.0
7,1.05,0.35321720907210863,15.0
8,1.1,0.35222538257103,15.0
9,1.2,0.35832413326362456,1.0
10,1.3,0.35891957771121974,1.0
11,1.4,0.3595072211077168,1.0
12,1.5,0.3595032058208984,1.0
13,2.0,0.10179668915432946,5.0
14,2.5,0.06932539865702908,3.0
15,3.0,0.048468274500788486,0.0
16,3.5,0.025546571976398143,0.0
