,alpha,performance,capacity
0,0.3,0.200822104805544,8.0
1,0.5,0.26464460887493024,10.0
2,0.7,0.2975424336418499,11.0
3,0.8,0.300719021467764,11.0
4,0.9,0.33201514939513815,12.0
5,0.95,0.33404610745124175,12.0
6,1.0,0.335162657920454,12.0
7,1.05,0.36557346370967103,13.0
8,1.1,0.36681357640776463,12.0
9,1.2,0.3766785702325935,12.0
10,1.3,0.39751566405404115,13.0
11,1.4,0.4209814804950406,14.0
12,1.5,0.4230348169032415,14.0
13,2.0,0.445461910947709,1.0
14,2.5,0.11182939736962627,3.0
15,3.0,0.043548852964229584,0.0
16,3.5,0.022815798913350126,0.0
