,alpha,performance,capacity
0,0.3,0.20975818368441043,8.0
1,0.5,0.2740740192397238,10.0
2,0.7,0.30527206547994945,11.0
3,0.8,0.31270337455662245,11.0
4,0.9,0.3440712550736307,12.0
5,0.95,0.34560691242258207,12.0
6,1.0,0.3495321209021209,12.0
7,1.05,0.37462909915270304,13.0
8,1.1,0.37578934828065563,13.0
9,1.2,0.4123442942987124,14.0
10,1.3,0.4278284689365623,14.0
11,1.4,0.44202037709230824,14.0
12,1.5,0.461465294693,15.0
13,2.0,0.46771543180342473,1.0
14,2.5,0.10727492558402918,4.0
15,3.0,0.05935411329813783,3.0
16,3.5,0.03155148748826269,0.0
