,alpha,performance,capacity,method
7174,0.3,4.54192341746687,6.0,rewire
7175,0.5,4.832019788161808,5.0,rewire
7176,0.7,5.428724052803641,5.0,rewire
7177,0.8,5.894771727799306,5.0,rewire
7178,0.9,6.340424608632374,5.0,rewire
7179,0.95,6.018448395264228,5.0,rewire
7180,1.0,4.55603369998168,5.0,rewire
7181,1.05,2.108392276454438,14.0,rewire
7182,1.1,1.395444489653615,3.0,rewire
7183,1.2,1.1491281590615043,8.0,rewire
7184,1.3,1.063035492562712,0.0,rewire
7185,1.4,0.9870727496470512,0.0,rewire
7186,1.5,0.8304442775369497,0.0,rewire
7187,2.0,0.4989448158108601,0.0,rewire
7188,2.5,0.4697448755616363,0.0,rewire
7189,3.0,0.4681152987497617,0.0,rewire
7190,3.5,0.3909759828143486,0.0,rewire
7191,0.3,4.530041461986923,6.0,rewire
7192,0.5,4.838345222985158,5.0,rewire
7193,0.7,5.346765770262144,5.0,rewire
7194,0.8,5.811661019878375,5.0,rewire
7195,0.9,6.22561742200281,5.0,rewire
7196,0.95,5.732055435176245,6.0,rewire
7197,1.0,4.28964248868204,7.0,rewire
7198,1.05,1.9859169845273923,3.0,rewire
7199,1.1,1.3672370501665954,3.0,rewire
7200,1.2,1.383018685428266,3.0,rewire
7201,1.3,1.0487111784298653,0.0,rewire
7202,1.4,0.9649538339015477,0.0,rewire
7203,1.5,0.8226317849380484,0.0,rewire
7204,2.0,0.5168640674937758,0.0,rewire
7205,2.5,0.4417996978152846,0.0,rewire
7206,3.0,0.5303779677554232,0.0,rewire
7207,3.5,0.4245965948376791,0.0,rewire
7208,0.3,4.538921969101914,6.0,rewire
7209,0.5,4.8334511801659685,5.0,rewire
7210,0.7,5.377879766596698,5.0,rewire
7211,0.8,6.162415550598894,6.0,rewire
7212,0.9,6.738865849128022,6.0,rewire
7213,0.95,6.507430454425277,6.0,rewire
7214,1.0,4.417735210357682,5.0,rewire
7215,1.05,1.323307222927205,3.0,rewire
7216,1.1,1.2236888863556166,4.0,rewire
7217,1.2,1.1710223683876264,8.0,rewire
7218,1.3,1.0382511553104776,0.0,rewire
7219,1.4,0.9718091846765348,0.0,rewire
7220,1.5,0.8257909022423127,0.0,rewire
7221,2.0,0.543486221953772,0.0,rewire
7222,2.5,0.4425325092414305,0.0,rewire
7223,3.0,0.3971928018923679,0.0,rewire
7224,3.5,0.3214790171436421,0.0,rewire
7225,0.3,4.531504920406716,6.0,rewire
7226,0.5,4.835367946082832,5.0,rewire
7227,0.7,5.350169745577866,5.0,rewire
7228,0.8,5.724550250895929,5.0,rewire
7229,0.9,6.062662824993491,5.0,rewire
7230,0.95,5.9773805679199015,5.0,rewire
7231,1.0,4.398152283310207,5.0,rewire
7232,1.05,1.5613054288173174,3.0,rewire
7233,1.1,1.4625077618866145,3.0,rewire
7234,1.2,1.1556773935612008,3.0,rewire
7235,1.3,1.0399317214929644,0.0,rewire
7236,1.4,0.9740243780908776,0.0,rewire
7237,1.5,0.8253638737978536,0.0,rewire
7238,2.0,0.5575476927956249,0.0,rewire
7239,2.5,0.4328247258099401,0.0,rewire
7240,3.0,0.3746603047917344,0.0,rewire
7241,3.5,0.4367256340647601,0.0,rewire
7242,0.3,4.540724312704786,6.0,rewire
7243,0.5,4.82055309066198,5.0,rewire
7244,0.7,5.334231391364988,5.0,rewire
7245,0.8,5.79256356669071,5.0,rewire
7246,0.9,5.996817684183814,5.0,rewire
7247,0.95,5.782629025573768,5.0,rewire
7248,1.0,4.607903431524386,5.0,rewire
7249,1.05,2.1014039282417043,14.0,rewire
7250,1.1,1.3341762590841622,3.0,rewire
7251,1.2,1.1677889086365545,8.0,rewire
7252,1.3,1.0179100228804114,0.0,rewire
7253,1.4,0.9784312189079684,0.0,rewire
7254,1.5,0.8271766420949573,0.0,rewire
7255,2.0,0.5411581574305141,0.0,rewire
7256,2.5,0.470834842681093,0.0,rewire
7257,3.0,0.4282686609506167,0.0,rewire
7258,3.5,0.3921068088073011,0.0,rewire
7259,0.3,4.550221522918995,6.0,rewire
7260,0.5,4.8468229886471335,5.0,rewire
7261,0.7,5.4569047322369055,5.0,rewire
7262,0.8,5.858780314676563,5.0,rewire
7263,0.9,6.616577437725399,6.0,rewire
7264,0.95,5.962521381463495,5.0,rewire
7265,1.0,4.3244366345766805,7.0,rewire
7266,1.05,1.1984853008373288,3.0,rewire
7267,1.1,1.220663038862204,8.0,rewire
7268,1.2,1.175852646698624,8.0,rewire
7269,1.3,1.0501218992516683,0.0,rewire
7270,1.4,0.9563052367459982,0.0,rewire
7271,1.5,0.8368114569983356,0.0,rewire
7272,2.0,0.5576674647157159,0.0,rewire
7273,2.5,0.4400470568384343,0.0,rewire
7274,3.0,0.6708153333586735,0.0,rewire
7275,3.5,0.3867155936314496,0.0,rewire
7276,0.3,4.534545773020112,6.0,rewire
7277,0.5,4.836903254439709,5.0,rewire
7278,0.7,5.367029472068667,5.0,rewire
7279,0.8,5.839340871890419,5.0,rewire
7280,0.9,6.508772422253055,6.0,rewire
7281,0.95,6.14621122670815,5.0,rewire
7282,1.0,4.3940191133127176,5.0,rewire
7283,1.05,2.07511288362268,14.0,rewire
7284,1.1,1.2170494281048556,11.0,rewire
7285,1.2,1.1487103976468385,8.0,rewire
7286,1.3,1.0385743217734655,0.0,rewire
7287,1.4,0.9693122930626918,0.0,rewire
7288,1.5,0.8187201274980872,0.0,rewire
7289,2.0,0.5434197221773645,0.0,rewire
7290,2.5,0.4648788365536028,0.0,rewire
7291,3.0,0.3877872572414778,0.0,rewire
7292,3.5,0.3813173961157898,0.0,rewire
7293,0.3,4.544260587811945,6.0,rewire
7294,0.5,4.813583022466658,5.0,rewire
7295,0.7,5.365475941679553,5.0,rewire
7296,0.8,5.834873268796323,5.0,rewire
7297,0.9,6.359083788409294,5.0,rewire
7298,0.95,6.246379567541253,5.0,rewire
7299,1.0,4.324665159062814,5.0,rewire
7300,1.05,2.124498762718519,4.0,rewire
7301,1.1,1.6432265390963785,3.0,rewire
7302,1.2,1.148386380169529,8.0,rewire
7303,1.3,1.0595252881216737,0.0,rewire
7304,1.4,0.9704004125172592,0.0,rewire
7305,1.5,0.8463178901030479,0.0,rewire
7306,2.0,0.5212227615414059,0.0,rewire
7307,2.5,0.4850847186876181,0.0,rewire
7308,3.0,0.377579544636686,0.0,rewire
7309,3.5,0.3477874867601273,0.0,rewire
7310,0.3,4.538921969101914,6.0,rewire
7311,0.5,4.8334511801659685,5.0,rewire
7312,0.7,5.377879766596698,5.0,rewire
7313,0.8,6.162415550598894,6.0,rewire
7314,0.9,6.738865849128022,6.0,rewire
7315,0.95,6.507430454425277,6.0,rewire
7316,1.0,4.417735210357682,5.0,rewire
7317,1.05,1.323307222927205,3.0,rewire
7318,1.1,1.2236888863556166,4.0,rewire
7319,1.2,1.1710223683876264,8.0,rewire
7320,1.3,1.0382511553104776,0.0,rewire
7321,1.4,0.9718091846765348,0.0,rewire
7322,1.5,0.8257909022423127,0.0,rewire
7323,2.0,0.543486221953772,0.0,rewire
7324,2.5,0.4425325092414305,0.0,rewire
7325,3.0,0.3971928018923679,0.0,rewire
7326,3.5,0.3214790171436421,0.0,rewire
7327,0.3,4.524106626120925,6.0,rewire
7328,0.5,4.82524028833013,5.0,rewire
7329,0.7,5.331892491770272,5.0,rewire
7330,0.8,5.810633231323576,5.0,rewire
7331,0.9,6.511533896549443,5.0,rewire
7332,0.95,6.364264380057946,6.0,rewire
7333,1.0,4.306907196514984,7.0,rewire
7334,1.05,2.103998789830905,4.0,rewire
7335,1.1,1.467893109761315,3.0,rewire
7336,1.2,1.1612082565079356,8.0,rewire
7337,1.3,1.0524133315928927,0.0,rewire
7338,1.4,0.9857720884539444,0.0,rewire
7339,1.5,0.8225438646652146,0.0,rewire
7340,2.0,0.5212713726593344,0.0,rewire
7341,2.5,0.4511045894747946,0.0,rewire
7342,3.0,0.3949458582474034,0.0,rewire
7343,3.5,0.4104671943819312,0.0,rewire
7344,0.3,4.535693325366386,6.0,rewire
7345,0.5,4.840293822252274,5.0,rewire
7346,0.7,5.365346815528093,5.0,rewire
7347,0.8,5.7496634642627376,5.0,rewire
7348,0.9,6.0539447280269245,5.0,rewire
7349,0.95,5.778130828885168,5.0,rewire
7350,1.0,4.524431483155395,5.0,rewire
7351,1.05,2.058668151858459,14.0,rewire
7352,1.1,1.2148990764662742,13.0,rewire
7353,1.2,1.1709058743699727,8.0,rewire
7354,1.3,1.0472223252631148,0.0,rewire
7355,1.4,0.959320264765894,0.0,rewire
7356,1.5,0.8280920808554384,0.0,rewire
7357,2.0,0.5447833705427255,0.0,rewire
7358,2.5,0.4706313578854817,0.0,rewire
7359,3.0,0.4093129069831213,0.0,rewire
7360,3.5,0.3336605056849395,0.0,rewire
7361,0.3,4.53292811142996,6.0,rewire
7362,0.5,4.8195871917172095,5.0,rewire
7363,0.7,5.338532353819906,5.0,rewire
7364,0.8,5.906223633826532,5.0,rewire
7365,0.9,6.64463634154695,6.0,rewire
7366,0.95,5.86631973593147,5.0,rewire
7367,1.0,4.340339515202253,8.0,rewire
7368,1.05,2.0868407238590048,14.0,rewire
7369,1.1,1.3760847863694032,3.0,rewire
7370,1.2,1.1953285973617382,8.0,rewire
7371,1.3,1.11252507810693,0.0,rewire
7372,1.4,0.9960129021816756,0.0,rewire
7373,1.5,0.8419993616238529,0.0,rewire
7374,2.0,0.5674849709211883,0.0,rewire
7375,2.5,0.5140345428382582,0.0,rewire
7376,3.0,0.4133491758524675,0.0,rewire
7377,3.5,0.3964110523784028,0.0,rewire
7378,0.3,4.550221522918995,6.0,rewire
7379,0.5,4.8468229886471335,5.0,rewire
7380,0.7,5.4569047322369055,5.0,rewire
7381,0.8,5.858780314676563,5.0,rewire
7382,0.9,6.616577437725399,6.0,rewire
7383,0.95,5.962521381463495,5.0,rewire
7384,1.0,4.3244366345766805,7.0,rewire
7385,1.05,1.1984853008373288,3.0,rewire
7386,1.1,1.220663038862204,8.0,rewire
7387,1.2,1.175852646698624,8.0,rewire
7388,1.3,1.0501218992516683,0.0,rewire
7389,1.4,0.9563052367459982,0.0,rewire
7390,1.5,0.8368114569983356,0.0,rewire
7391,2.0,0.5576674647157159,0.0,rewire
7392,2.5,0.4400470568384343,0.0,rewire
7393,3.0,0.6708153333586735,0.0,rewire
7394,3.5,0.3867155936314496,0.0,rewire
7395,0.3,4.551847173553553,6.0,rewire
7396,0.5,4.833283076612672,5.0,rewire
7397,0.7,5.3366053322276255,5.0,rewire
7398,0.8,5.812616575894811,5.0,rewire
7399,0.9,6.051452363714403,5.0,rewire
7400,0.95,5.79711305735031,5.0,rewire
7401,1.0,4.933796671568111,5.0,rewire
7402,1.05,2.0466499729772987,13.0,rewire
7403,1.1,1.165746337106301,3.0,rewire
7404,1.2,1.151877874128285,8.0,rewire
7405,1.3,1.05409572169533,0.0,rewire
7406,1.4,0.9841390088295788,0.0,rewire
7407,1.5,0.8545315284821482,0.0,rewire
7408,2.0,0.5581138119474549,0.0,rewire
7409,2.5,0.4987909533724823,0.0,rewire
7410,3.0,0.4233352888244434,0.0,rewire
7411,3.5,0.3808218663594144,0.0,rewire
7412,0.3,4.5261561781009325,6.0,rewire
7413,0.5,4.839176662680218,5.0,rewire
7414,0.7,5.348146723552878,5.0,rewire
7415,0.8,5.769177378207077,5.0,rewire
7416,0.9,6.556715937595447,6.0,rewire
7417,0.95,6.0500907371265695,5.0,rewire
7418,1.0,4.446709177362919,5.0,rewire
7419,1.05,2.109753637227287,14.0,rewire
7420,1.1,1.3221295739166945,3.0,rewire
7421,1.2,1.187312852602921,8.0,rewire
7422,1.3,1.034317287165322,0.0,rewire
7423,1.4,0.9874812505980788,0.0,rewire
7424,1.5,0.8462608742174061,0.0,rewire
7425,2.0,0.5318977933030016,0.0,rewire
7426,2.5,0.4348358157886799,0.0,rewire
7427,3.0,0.4471219740581217,0.0,rewire
7428,3.5,0.4105508483082918,0.0,rewire
7429,0.3,4.531644464533528,6.0,rewire
7430,0.5,4.848437100543036,5.0,rewire
7431,0.7,5.318486978170315,5.0,rewire
7432,0.8,5.701895346214009,5.0,rewire
7433,0.9,6.003008923369223,5.0,rewire
7434,0.95,6.216553605467476,5.0,rewire
7435,1.0,4.324699211857695,8.0,rewire
7436,1.05,2.054709481443357,12.0,rewire
7437,1.1,1.81306534293706,3.0,rewire
7438,1.2,1.1643674487275704,8.0,rewire
7439,1.3,1.04631365544801,0.0,rewire
7440,1.4,0.9859862061343556,0.0,rewire
7441,1.5,0.8269675544028369,0.0,rewire
7442,2.0,0.5460036691721358,0.0,rewire
7443,2.5,0.5245279276191966,0.0,rewire
7444,3.0,0.4075156001286422,0.0,rewire
7445,3.5,0.457695383454706,0.0,rewire
7446,0.3,4.524619825664793,6.0,rewire
7447,0.5,4.841199206314298,5.0,rewire
7448,0.7,5.351367764359165,5.0,rewire
7449,0.8,5.839727309196813,5.0,rewire
7450,0.9,6.049950571860611,5.0,rewire
7451,0.95,5.941753572876481,5.0,rewire
7452,1.0,4.607555993032048,5.0,rewire
7453,1.05,2.0341801400123143,13.0,rewire
7454,1.1,1.243881741266903,3.0,rewire
7455,1.2,1.1659917680334713,8.0,rewire
7456,1.3,1.0574015343326368,0.0,rewire
7457,1.4,0.9768805149553864,0.0,rewire
7458,1.5,0.8182756607046486,0.0,rewire
7459,2.0,0.5275010884867405,0.0,rewire
7460,2.5,0.4058063678079994,0.0,rewire
7461,3.0,0.3764590399440949,0.0,rewire
7462,3.5,0.3613122093221956,0.0,rewire
7463,0.3,4.54696003386016,6.0,rewire
7464,0.5,4.834600954142069,5.0,rewire
7465,0.7,5.324606504888153,5.0,rewire
7466,0.8,5.752299049162402,5.0,rewire
7467,0.9,6.127665498024374,5.0,rewire
7468,0.95,5.9580435729666,5.0,rewire
7469,1.0,4.296554250620014,5.0,rewire
7470,1.05,2.0463088698117966,4.0,rewire
7471,1.1,1.261014902198778,3.0,rewire
7472,1.2,1.1500813963014216,8.0,rewire
7473,1.3,1.085229585880077,0.0,rewire
7474,1.4,0.9823082414435051,0.0,rewire
7475,1.5,0.849188945877001,0.0,rewire
7476,2.0,0.5430995151704988,0.0,rewire
7477,2.5,0.4327896399318096,0.0,rewire
7478,3.0,0.3964384199634404,0.0,rewire
7479,3.5,0.4039593989678951,0.0,rewire
7480,0.3,4.5261561781009325,6.0,rewire
7481,0.5,4.839176662680218,5.0,rewire
7482,0.7,5.348146723552878,5.0,rewire
7483,0.8,5.769177378207077,5.0,rewire
7484,0.9,6.556715937595447,6.0,rewire
7485,0.95,6.0500907371265695,5.0,rewire
7486,1.0,4.446709177362919,5.0,rewire
7487,1.05,2.109753637227287,14.0,rewire
7488,1.1,1.3221295739166945,3.0,rewire
7489,1.2,1.187312852602921,8.0,rewire
7490,1.3,1.034317287165322,0.0,rewire
7491,1.4,0.9874812505980788,0.0,rewire
7492,1.5,0.8462608742174061,0.0,rewire
7493,2.0,0.5318977933030016,0.0,rewire
7494,2.5,0.4348358157886799,0.0,rewire
7495,3.0,0.4471219740581217,0.0,rewire
7496,3.5,0.4105508483082918,0.0,rewire
7497,0.3,4.554372545330616,6.0,rewire
7498,0.5,4.834247657105778,5.0,rewire
7499,0.7,5.327714481334814,5.0,rewire
7500,0.8,5.798520030569669,5.0,rewire
7501,0.9,6.183429592839597,5.0,rewire
7502,0.95,5.862660470845699,5.0,rewire
7503,1.0,4.367704698753486,7.0,rewire
7504,1.05,2.088123697660752,14.0,rewire
7505,1.1,1.5252920254991238,3.0,rewire
7506,1.2,1.1659673423440111,8.0,rewire
7507,1.3,1.046780185575638,0.0,rewire
7508,1.4,0.9890741271787628,0.0,rewire
7509,1.5,0.8437772369970761,0.0,rewire
7510,2.0,0.5159069188829252,0.0,rewire
7511,2.5,0.4851984857658661,0.0,rewire
7512,3.0,0.3881181387702753,0.0,rewire
7513,3.5,0.3356418201697356,0.0,rewire
7514,0.3,4.537021894172013,6.0,rewire
7515,0.5,4.817851176414056,5.0,rewire
7516,0.7,5.374841949559457,5.0,rewire
7517,0.8,5.90688401550264,5.0,rewire
7518,0.9,6.42633316175005,5.0,rewire
7519,0.95,5.955611416178686,5.0,rewire
7520,1.0,4.384309758886553,5.0,rewire
7521,1.05,2.0811136641966788,14.0,rewire
7522,1.1,1.789603565043353,3.0,rewire
7523,1.2,1.181694080681455,8.0,rewire
7524,1.3,1.0308674494779777,0.0,rewire
7525,1.4,0.972797962672445,0.0,rewire
7526,1.5,0.8437811718685109,0.0,rewire
7527,2.0,0.5223049055997936,0.0,rewire
7528,2.5,0.4807805742950928,0.0,rewire
7529,3.0,0.423793839293285,0.0,rewire
7530,3.5,0.3510907882311894,0.0,rewire
7531,0.3,4.54696003386016,6.0,rewire
7532,0.5,4.834600954142069,5.0,rewire
7533,0.7,5.324606504888153,5.0,rewire
7534,0.8,5.752299049162402,5.0,rewire
7535,0.9,6.127665498024374,5.0,rewire
7536,0.95,5.9580435729666,5.0,rewire
7537,1.0,4.296554250620014,5.0,rewire
7538,1.05,2.0463088698117966,4.0,rewire
7539,1.1,1.261014902198778,3.0,rewire
7540,1.2,1.1500813963014216,8.0,rewire
7541,1.3,1.085229585880077,0.0,rewire
7542,1.4,0.9823082414435051,0.0,rewire
7543,1.5,0.849188945877001,0.0,rewire
7544,2.0,0.5430995151704988,0.0,rewire
7545,2.5,0.4327896399318096,0.0,rewire
7546,3.0,0.3964384199634404,0.0,rewire
7547,3.5,0.4039593989678951,0.0,rewire
7548,0.3,4.54696003386016,6.0,rewire
7549,0.5,4.834600954142069,5.0,rewire
7550,0.7,5.324606504888153,5.0,rewire
7551,0.8,5.752299049162402,5.0,rewire
7552,0.9,6.127665498024374,5.0,rewire
7553,0.95,5.9580435729666,5.0,rewire
7554,1.0,4.296554250620014,5.0,rewire
7555,1.05,2.0463088698117966,4.0,rewire
7556,1.1,1.261014902198778,3.0,rewire
7557,1.2,1.1500813963014216,8.0,rewire
7558,1.3,1.085229585880077,0.0,rewire
7559,1.4,0.9823082414435051,0.0,rewire
7560,1.5,0.849188945877001,0.0,rewire
7561,2.0,0.5430995151704988,0.0,rewire
7562,2.5,0.4327896399318096,0.0,rewire
7563,3.0,0.3964384199634404,0.0,rewire
7564,3.5,0.4039593989678951,0.0,rewire
7565,0.3,4.542560275053134,6.0,rewire
7566,0.5,4.830409727369642,5.0,rewire
7567,0.7,5.437984611880882,5.0,rewire
7568,0.8,5.777235622769505,5.0,rewire
7569,0.9,6.026881527836736,5.0,rewire
7570,0.95,6.005744247586291,5.0,rewire
7571,1.0,4.409088855092565,5.0,rewire
7572,1.05,1.190618515838474,3.0,rewire
7573,1.1,1.2560282481227631,3.0,rewire
7574,1.2,1.2398644103752865,3.0,rewire
7575,1.3,1.051924094621042,0.0,rewire
7576,1.4,0.9740392794455712,0.0,rewire
7577,1.5,0.8387075514498943,0.0,rewire
7578,2.0,0.5225043513565389,0.0,rewire
7579,2.5,0.4367122557463439,0.0,rewire
7580,3.0,0.4006214293340948,0.0,rewire
7581,3.5,0.2656411391227782,0.0,rewire
7582,0.3,4.524476025440702,6.0,rewire
7583,0.5,4.843964323615628,5.0,rewire
7584,0.7,5.361590076250916,5.0,rewire
7585,0.8,5.709973293327944,5.0,rewire
7586,0.9,6.145480599503804,5.0,rewire
7587,0.95,6.088815876448255,5.0,rewire
7588,1.0,4.4031297600850685,5.0,rewire
7589,1.05,2.087387987855241,13.0,rewire
7590,1.1,1.230650482784393,3.0,rewire
7591,1.2,1.1717760422599777,8.0,rewire
7592,1.3,1.043169663619406,0.0,rewire
7593,1.4,1.0008622473186293,0.0,rewire
7594,1.5,0.838959308217828,0.0,rewire
7595,2.0,0.5384449365490612,0.0,rewire
7596,2.5,0.4588991766246919,0.0,rewire
7597,3.0,0.3674400791059906,0.0,rewire
7598,3.5,0.3717994476474239,0.0,rewire
7599,0.3,4.531644464533528,6.0,rewire
7600,0.5,4.848437100543036,5.0,rewire
7601,0.7,5.318486978170315,5.0,rewire
7602,0.8,5.701895346214009,5.0,rewire
7603,0.9,6.003008923369223,5.0,rewire
7604,0.95,6.216553605467476,5.0,rewire
7605,1.0,4.324699211857695,8.0,rewire
7606,1.05,2.054709481443357,12.0,rewire
7607,1.1,1.81306534293706,3.0,rewire
7608,1.2,1.1643674487275704,8.0,rewire
7609,1.3,1.04631365544801,0.0,rewire
7610,1.4,0.9859862061343556,0.0,rewire
7611,1.5,0.8269675544028369,0.0,rewire
7612,2.0,0.5460036691721358,0.0,rewire
7613,2.5,0.5245279276191966,0.0,rewire
7614,3.0,0.4075156001286422,0.0,rewire
7615,3.5,0.457695383454706,0.0,rewire
7616,0.3,4.524106626120925,6.0,rewire
7617,0.5,4.82524028833013,5.0,rewire
7618,0.7,5.331892491770272,5.0,rewire
7619,0.8,5.810633231323576,5.0,rewire
7620,0.9,6.511533896549443,5.0,rewire
7621,0.95,6.364264380057946,6.0,rewire
7622,1.0,4.306907196514984,7.0,rewire
7623,1.05,2.103998789830905,4.0,rewire
7624,1.1,1.467893109761315,3.0,rewire
7625,1.2,1.1612082565079356,8.0,rewire
7626,1.3,1.0524133315928927,0.0,rewire
7627,1.4,0.9857720884539444,0.0,rewire
7628,1.5,0.8225438646652146,0.0,rewire
7629,2.0,0.5212713726593344,0.0,rewire
7630,2.5,0.4511045894747946,0.0,rewire
7631,3.0,0.3949458582474034,0.0,rewire
7632,3.5,0.4104671943819312,0.0,rewire
7633,0.3,4.524476025440702,6.0,rewire
7634,0.5,4.843964323615628,5.0,rewire
7635,0.7,5.361590076250916,5.0,rewire
7636,0.8,5.709973293327944,5.0,rewire
7637,0.9,6.145480599503804,5.0,rewire
7638,0.95,6.088815876448255,5.0,rewire
7639,1.0,4.4031297600850685,5.0,rewire
7640,1.05,2.087387987855241,13.0,rewire
7641,1.1,1.230650482784393,3.0,rewire
7642,1.2,1.1717760422599777,8.0,rewire
7643,1.3,1.043169663619406,0.0,rewire
7644,1.4,1.0008622473186293,0.0,rewire
7645,1.5,0.838959308217828,0.0,rewire
7646,2.0,0.5384449365490612,0.0,rewire
7647,2.5,0.4588991766246919,0.0,rewire
7648,3.0,0.3674400791059906,0.0,rewire
7649,3.5,0.3717994476474239,0.0,rewire
7650,0.3,4.542560275053134,6.0,rewire
7651,0.5,4.830409727369642,5.0,rewire
7652,0.7,5.437984611880882,5.0,rewire
7653,0.8,5.777235622769505,5.0,rewire
7654,0.9,6.026881527836736,5.0,rewire
7655,0.95,6.005744247586291,5.0,rewire
7656,1.0,4.409088855092565,5.0,rewire
7657,1.05,1.190618515838474,3.0,rewire
7658,1.1,1.2560282481227631,3.0,rewire
7659,1.2,1.2398644103752865,3.0,rewire
7660,1.3,1.051924094621042,0.0,rewire
7661,1.4,0.9740392794455712,0.0,rewire
7662,1.5,0.8387075514498943,0.0,rewire
7663,2.0,0.5225043513565389,0.0,rewire
7664,2.5,0.4367122557463439,0.0,rewire
7665,3.0,0.4006214293340948,0.0,rewire
7666,3.5,0.2656411391227782,0.0,rewire
7667,0.3,4.524476025440702,6.0,rewire
7668,0.5,4.843964323615628,5.0,rewire
7669,0.7,5.361590076250916,5.0,rewire
7670,0.8,5.709973293327944,5.0,rewire
7671,0.9,6.145480599503804,5.0,rewire
7672,0.95,6.088815876448255,5.0,rewire
7673,1.0,4.4031297600850685,5.0,rewire
7674,1.05,2.087387987855241,13.0,rewire
7675,1.1,1.230650482784393,3.0,rewire
7676,1.2,1.1717760422599777,8.0,rewire
7677,1.3,1.043169663619406,0.0,rewire
7678,1.4,1.0008622473186293,0.0,rewire
7679,1.5,0.838959308217828,0.0,rewire
7680,2.0,0.5384449365490612,0.0,rewire
7681,2.5,0.4588991766246919,0.0,rewire
7682,3.0,0.3674400791059906,0.0,rewire
7683,3.5,0.3717994476474239,0.0,rewire
7684,0.3,4.535693325366386,6.0,rewire
7685,0.5,4.840293822252274,5.0,rewire
7686,0.7,5.365346815528093,5.0,rewire
7687,0.8,5.7496634642627376,5.0,rewire
7688,0.9,6.0539447280269245,5.0,rewire
7689,0.95,5.778130828885168,5.0,rewire
7690,1.0,4.524431483155395,5.0,rewire
7691,1.05,2.058668151858459,14.0,rewire
7692,1.1,1.2148990764662742,13.0,rewire
7693,1.2,1.1709058743699727,8.0,rewire
7694,1.3,1.0472223252631148,0.0,rewire
7695,1.4,0.959320264765894,0.0,rewire
7696,1.5,0.8280920808554384,0.0,rewire
7697,2.0,0.5447833705427255,0.0,rewire
7698,2.5,0.4706313578854817,0.0,rewire
7699,3.0,0.4093129069831213,0.0,rewire
7700,3.5,0.3336605056849395,0.0,rewire
7701,0.3,4.527047835255936,6.0,rewire
7702,0.5,4.828754011743,5.0,rewire
7703,0.7,5.326025185948846,5.0,rewire
7704,0.8,5.777055848176934,5.0,rewire
7705,0.9,6.388368717921601,5.0,rewire
7706,0.95,6.067487673662452,5.0,rewire
7707,1.0,4.471657077884919,5.0,rewire
7708,1.05,2.056255989746305,14.0,rewire
7709,1.1,1.3260174658387474,3.0,rewire
7710,1.2,1.1738396992921662,8.0,rewire
7711,1.3,1.034507960941072,0.0,rewire
7712,1.4,0.959019741324404,0.0,rewire
7713,1.5,0.8155087477901559,0.0,rewire
7714,2.0,0.504171283697284,0.0,rewire
7715,2.5,0.412929378162798,0.0,rewire
7716,3.0,0.3505042618362464,0.0,rewire
7717,3.5,0.3307473550386458,0.0,rewire
7718,0.3,4.550221522918995,6.0,rewire
7719,0.5,4.8468229886471335,5.0,rewire
7720,0.7,5.4569047322369055,5.0,rewire
7721,0.8,5.858780314676563,5.0,rewire
7722,0.9,6.616577437725399,6.0,rewire
7723,0.95,5.962521381463495,5.0,rewire
7724,1.0,4.3244366345766805,7.0,rewire
7725,1.05,1.1984853008373288,3.0,rewire
7726,1.1,1.220663038862204,8.0,rewire
7727,1.2,1.175852646698624,8.0,rewire
7728,1.3,1.0501218992516683,0.0,rewire
7729,1.4,0.9563052367459982,0.0,rewire
7730,1.5,0.8368114569983356,0.0,rewire
7731,2.0,0.5576674647157159,0.0,rewire
7732,2.5,0.4400470568384343,0.0,rewire
7733,3.0,0.6708153333586735,0.0,rewire
7734,3.5,0.3867155936314496,0.0,rewire
7735,0.3,4.562120231132738,6.0,rewire
7736,0.5,4.84153461919989,5.0,rewire
7737,0.7,5.337900540758295,5.0,rewire
7738,0.8,5.789250856744432,5.0,rewire
7739,0.9,5.985758134385679,5.0,rewire
7740,0.95,5.779680983421569,5.0,rewire
7741,1.0,4.644879812871084,5.0,rewire
7742,1.05,2.106231653102112,12.0,rewire
7743,1.1,1.4452391635915949,3.0,rewire
7744,1.2,1.14828611912789,8.0,rewire
7745,1.3,1.0496757326450608,0.0,rewire
7746,1.4,0.9891003115779142,0.0,rewire
7747,1.5,0.8297764726794467,0.0,rewire
7748,2.0,0.5345086024310534,0.0,rewire
7749,2.5,0.458319109768691,0.0,rewire
7750,3.0,0.4209922582463226,0.0,rewire
7751,3.5,0.3708881162890736,0.0,rewire
7752,0.3,4.557955725967209,6.0,rewire
7753,0.5,4.842951460740923,5.0,rewire
7754,0.7,5.437244197018528,5.0,rewire
7755,0.8,5.787309447462352,5.0,rewire
7756,0.9,6.216726969268719,5.0,rewire
7757,0.95,6.153298009309497,5.0,rewire
7758,1.0,4.408685669051071,7.0,rewire
7759,1.05,2.0795081791356917,8.0,rewire
7760,1.1,1.366453928074808,3.0,rewire
7761,1.2,1.1714937652612576,8.0,rewire
7762,1.3,1.0449951869812142,0.0,rewire
7763,1.4,0.9782932191922724,0.0,rewire
7764,1.5,0.8241520908062459,0.0,rewire
7765,2.0,0.5400360259578753,0.0,rewire
7766,2.5,0.424494450793877,0.0,rewire
7767,3.0,0.4274951198041058,0.0,rewire
7768,3.5,0.369979637532194,0.0,rewire
