,alpha,performance,capacity,method
1677,1.4,0.9823082414435051,0.0,rewire
1678,1.5,0.849188945877001,0.0,rewire
1679,2.0,0.5430995151704988,0.0,rewire
1680,2.5,0.4327896399318096,0.0,rewire
1681,3.0,0.3964384199634404,0.0,rewire
1682,3.5,0.4039593989678951,0.0,rewire
1683,0.3,4.544260587811945,6.0,rewire
1684,0.5,4.813583022466658,5.0,rewire
1685,0.7,5.365475941679553,5.0,rewire
1686,0.8,5.834873268796323,5.0,rewire
1687,0.9,6.359083788409294,5.0,rewire
1688,0.95,6.246379567541253,5.0,rewire
1689,1.0,4.324665159062814,5.0,rewire
1690,1.05,2.124498762718519,4.0,rewire
1691,1.1,1.6432265390963785,3.0,rewire
1692,1.2,1.148386380169529,8.0,rewire
1693,1.3,1.0595252881216737,0.0,rewire
1694,1.4,0.9704004125172592,0.0,rewire
1695,1.5,0.8463178901030479,0.0,rewire
1696,2.0,0.5212227615414059,0.0,rewire
1697,2.5,0.4850847186876181,0.0,rewire
1698,3.0,0.377579544636686,0.0,rewire
1699,3.5,0.3477874867601273,0.0,rewire
1700,0.3,4.530472566707736,6.0,rewire
1701,0.5,4.823861883389855,5.0,rewire
1702,0.7,5.300773282413264,5.0,rewire
1703,0.8,5.793759385882902,5.0,rewire
1704,0.9,6.452996889333169,5.0,rewire
1705,0.95,6.336867526721335,5.0,rewire
1706,1.0,4.392191874883085,5.0,rewire
1707,1.05,2.093947955524193,14.0,rewire
1708,1.1,1.2029435208242318,8.0,rewire
1709,1.2,1.2596040955847418,3.0,rewire
1710,1.3,1.0363415563711864,0.0,rewire
1711,1.4,0.977913074686373,0.0,rewire
1712,1.5,0.8958935562539994,0.0,rewire
1713,2.0,0.5147575885526741,0.0,rewire
1714,2.5,0.5123190954979823,0.0,rewire
1715,3.0,0.4738297588844665,0.0,rewire
1716,3.5,0.3669791314908088,0.0,rewire
1717,0.3,4.527047835255936,6.0,rewire
1718,0.5,4.828754011743,5.0,rewire
1719,0.7,5.326025185948846,5.0,rewire
1720,0.8,5.777055848176934,5.0,rewire
1721,0.9,6.388368717921601,5.0,rewire
1722,0.95,6.067487673662452,5.0,rewire
1723,1.0,4.471657077884919,5.0,rewire
1724,1.05,2.056255989746305,14.0,rewire
1725,1.1,1.3260174658387474,3.0,rewire
1726,1.2,1.1738396992921662,8.0,rewire
1727,1.3,1.034507960941072,0.0,rewire
1728,1.4,0.959019741324404,0.0,rewire
1729,1.5,0.8155087477901559,0.0,rewire
1730,2.0,0.504171283697284,0.0,rewire
1731,2.5,0.412929378162798,0.0,rewire
1732,3.0,0.3505042618362464,0.0,rewire
1733,3.5,0.3307473550386458,0.0,rewire
1734,0.3,4.54430511083918,6.0,rewire
1735,0.5,4.830326423014935,5.0,rewire
1736,0.7,5.343042348277629,5.0,rewire
1737,0.8,5.71003633935142,5.0,rewire
1738,0.9,6.049346523868389,5.0,rewire
1739,0.95,5.844487033522879,5.0,rewire
1740,1.0,4.318908724782484,7.0,rewire
1741,1.05,1.7982098304925775,3.0,rewire
1742,1.1,1.4635317403595678,3.0,rewire
1743,1.2,1.182753276485867,8.0,rewire
1744,1.3,1.0288696550149732,0.0,rewire
1745,1.4,0.9893531587680476,0.0,rewire
1746,1.5,0.8341583872899829,0.0,rewire
1747,2.0,0.5231702501604669,0.0,rewire
1748,2.5,0.4905508128574099,0.0,rewire
1749,3.0,0.3765650678071434,0.0,rewire
1750,3.5,0.4760950130608883,0.0,rewire
1751,0.3,4.525122094201765,6.0,rewire
1752,0.5,4.838489985482155,5.0,rewire
1753,0.7,5.344018495557839,5.0,rewire
1754,0.8,5.698210596022479,5.0,rewire
1755,0.9,5.9740686133683845,5.0,rewire
1756,0.95,5.8815885291956445,5.0,rewire
1757,1.0,4.251858737297199,7.0,rewire
1758,1.05,1.1394652420515483,3.0,rewire
1759,1.1,1.7864337532563972,3.0,rewire
1760,1.2,1.128171434786439,8.0,rewire
1761,1.3,1.0823658124242523,0.0,rewire
1762,1.4,0.9780523463701284,0.0,rewire
1763,1.5,0.8328626621343401,0.0,rewire
1764,2.0,0.6176486051197603,0.0,rewire
1765,2.5,0.4750904303909205,0.0,rewire
1766,3.0,0.477833852265239,0.0,rewire
1767,3.5,0.3565869522553582,0.0,rewire
1768,0.3,4.541441268943295,6.0,rewire
1769,0.5,4.831187591099359,5.0,rewire
1770,0.7,5.31518325076359,5.0,rewire
1771,0.8,5.917369606190507,5.0,rewire
1772,0.9,6.145713839541665,5.0,rewire
1773,0.95,5.82164567268937,5.0,rewire
1774,1.0,4.3796417919260815,5.0,rewire
1775,1.05,2.1018963324377737,4.0,rewire
1776,1.1,1.3894955554972952,3.0,rewire
1777,1.2,1.1656573765204294,8.0,rewire
1778,1.3,1.0569936908428827,0.0,rewire
1779,1.4,0.9863281124253171,0.0,rewire
1780,1.5,0.8316413514915119,0.0,rewire
1781,2.0,0.5212732848965413,0.0,rewire
1782,2.5,0.4574239548412986,0.0,rewire
1783,3.0,0.4036018347141324,0.0,rewire
1784,3.5,0.4150971530900768,0.0,rewire
1785,0.3,4.550221522918995,6.0,rewire
1786,0.5,4.8468229886471335,5.0,rewire
1787,0.7,5.4569047322369055,5.0,rewire
1788,0.8,5.858780314676563,5.0,rewire
1789,0.9,6.616577437725399,6.0,rewire
1790,0.95,5.962521381463495,5.0,rewire
1791,1.0,4.3244366345766805,7.0,rewire
1792,1.05,1.1984853008373288,3.0,rewire
1793,1.1,1.220663038862204,8.0,rewire
1794,1.2,1.175852646698624,8.0,rewire
1795,1.3,1.0501218992516683,0.0,rewire
1796,1.4,0.9563052367459982,0.0,rewire
1797,1.5,0.8368114569983356,0.0,rewire
1798,2.0,0.5576674647157159,0.0,rewire
1799,2.5,0.4400470568384343,0.0,rewire
1800,3.0,0.6708153333586735,0.0,rewire
1801,3.5,0.3867155936314496,0.0,rewire
1802,0.3,4.530041461986923,6.0,rewire
1803,0.5,4.838345222985158,5.0,rewire
1804,0.7,5.346765770262144,5.0,rewire
1805,0.8,5.811661019878375,5.0,rewire
1806,0.9,6.22561742200281,5.0,rewire
1807,0.95,5.732055435176245,6.0,rewire
1808,1.0,4.28964248868204,7.0,rewire
1809,1.05,1.9859169845273923,3.0,rewire
1810,1.1,1.3672370501665954,3.0,rewire
1811,1.2,1.383018685428266,3.0,rewire
1812,1.3,1.0487111784298653,0.0,rewire
1813,1.4,0.9649538339015477,0.0,rewire
1814,1.5,0.8226317849380484,0.0,rewire
1815,2.0,0.5168640674937758,0.0,rewire
1816,2.5,0.4417996978152846,0.0,rewire
1817,3.0,0.5303779677554232,0.0,rewire
1818,3.5,0.4245965948376791,0.0,rewire
1819,0.3,4.537667899371147,6.0,rewire
1820,0.5,4.852693267017331,5.0,rewire
1821,0.7,5.400102886658193,5.0,rewire
1822,0.8,6.28283611981116,5.0,rewire
1823,0.9,6.671210681676009,5.0,rewire
1824,0.95,6.535072207963006,6.0,rewire
1825,1.0,4.634879326765544,5.0,rewire
1826,1.05,2.0876870378458183,14.0,rewire
1827,1.1,1.184916659876425,12.0,rewire
1828,1.2,1.158636153980602,8.0,rewire
1829,1.3,1.0399618283026917,0.0,rewire
1830,1.4,0.9701537971866534,0.0,rewire
1831,1.5,0.826935995284194,0.0,rewire
1832,2.0,0.5290969492312548,0.0,rewire
1833,2.5,0.474887413954402,0.0,rewire
1834,3.0,0.3671208807006412,0.0,rewire
1835,3.5,0.4077748301101258,0.0,rewire
1836,0.3,4.54192341746687,6.0,rewire
1837,0.5,4.832019788161808,5.0,rewire
1838,0.7,5.428724052803641,5.0,rewire
1839,0.8,5.894771727799306,5.0,rewire
1840,0.9,6.340424608632374,5.0,rewire
1841,0.95,6.018448395264228,5.0,rewire
1842,1.0,4.55603369998168,5.0,rewire
1843,1.05,2.108392276454438,14.0,rewire
1844,1.1,1.395444489653615,3.0,rewire
1845,1.2,1.1491281590615043,8.0,rewire
1846,1.3,1.063035492562712,0.0,rewire
1847,1.4,0.9870727496470512,0.0,rewire
1848,1.5,0.8304442775369497,0.0,rewire
1849,2.0,0.4989448158108601,0.0,rewire
1850,2.5,0.4697448755616363,0.0,rewire
1851,3.0,0.4681152987497617,0.0,rewire
1852,3.5,0.3909759828143486,0.0,rewire
1853,0.3,4.537021894172013,6.0,rewire
1854,0.5,4.817851176414056,5.0,rewire
1855,0.7,5.374841949559457,5.0,rewire
1856,0.8,5.90688401550264,5.0,rewire
1857,0.9,6.42633316175005,5.0,rewire
1858,0.95,5.955611416178686,5.0,rewire
1859,1.0,4.384309758886553,5.0,rewire
1860,1.05,2.0811136641966788,14.0,rewire
1861,1.1,1.789603565043353,3.0,rewire
1862,1.2,1.181694080681455,8.0,rewire
1863,1.3,1.0308674494779777,0.0,rewire
1864,1.4,0.972797962672445,0.0,rewire
1865,1.5,0.8437811718685109,0.0,rewire
1866,2.0,0.5223049055997936,0.0,rewire
1867,2.5,0.4807805742950928,0.0,rewire
1868,3.0,0.423793839293285,0.0,rewire
1869,3.5,0.3510907882311894,0.0,rewire
1870,0.3,4.553139522442299,6.0,rewire
1871,0.5,4.833355289680212,5.0,rewire
1872,0.7,5.358083723292344,5.0,rewire
1873,0.8,5.773518500768319,5.0,rewire
1874,0.9,6.483895780971385,5.0,rewire
1875,0.95,6.242672922592029,5.0,rewire
1876,1.0,4.4096096661355695,7.0,rewire
1877,1.05,2.107570337675235,14.0,rewire
1878,1.1,1.2656145736335551,8.0,rewire
1879,1.2,1.2084372335789493,8.0,rewire
1880,1.3,1.0541616831631715,0.0,rewire
1881,1.4,0.9833472239139924,0.0,rewire
1882,1.5,0.8291699667683983,0.0,rewire
1883,2.0,0.5274087450657298,0.0,rewire
1884,2.5,0.4885442798112441,0.0,rewire
1885,3.0,0.3309320795356081,0.0,rewire
1886,3.5,0.3634078817848967,0.0,rewire
1887,0.3,4.538921969101914,6.0,rewire
1888,0.5,4.8334511801659685,5.0,rewire
1889,0.7,5.377879766596698,5.0,rewire
1890,0.8,6.162415550598894,6.0,rewire
1891,0.9,6.738865849128022,6.0,rewire
1892,0.95,6.507430454425277,6.0,rewire
1893,1.0,4.417735210357682,5.0,rewire
1894,1.05,1.323307222927205,3.0,rewire
1895,1.1,1.2236888863556166,4.0,rewire
1896,1.2,1.1710223683876264,8.0,rewire
1897,1.3,1.0382511553104776,0.0,rewire
1898,1.4,0.9718091846765348,0.0,rewire
1899,1.5,0.8257909022423127,0.0,rewire
1900,2.0,0.543486221953772,0.0,rewire
1901,2.5,0.4425325092414305,0.0,rewire
1902,3.0,0.3971928018923679,0.0,rewire
1903,3.5,0.3214790171436421,0.0,rewire
1904,0.3,4.540724312704786,6.0,rewire
1905,0.5,4.82055309066198,5.0,rewire
1906,0.7,5.334231391364988,5.0,rewire
1907,0.8,5.79256356669071,5.0,rewire
1908,0.9,5.996817684183814,5.0,rewire
1909,0.95,5.782629025573768,5.0,rewire
1910,1.0,4.607903431524386,5.0,rewire
1911,1.05,2.1014039282417043,14.0,rewire
1912,1.1,1.3341762590841622,3.0,rewire
1913,1.2,1.1677889086365545,8.0,rewire
1914,1.3,1.0179100228804114,0.0,rewire
1915,1.4,0.9784312189079684,0.0,rewire
1916,1.5,0.8271766420949573,0.0,rewire
1917,2.0,0.5411581574305141,0.0,rewire
1918,2.5,0.470834842681093,0.0,rewire
1919,3.0,0.4282686609506167,0.0,rewire
1920,3.5,0.3921068088073011,0.0,rewire
1921,0.3,4.531644464533528,6.0,rewire
1922,0.5,4.848437100543036,5.0,rewire
1923,0.7,5.318486978170315,5.0,rewire
1924,0.8,5.701895346214009,5.0,rewire
1925,0.9,6.003008923369223,5.0,rewire
1926,0.95,6.216553605467476,5.0,rewire
1927,1.0,4.324699211857695,8.0,rewire
1928,1.05,2.054709481443357,12.0,rewire
1929,1.1,1.81306534293706,3.0,rewire
1930,1.2,1.1643674487275704,8.0,rewire
1931,1.3,1.04631365544801,0.0,rewire
1932,1.4,0.9859862061343556,0.0,rewire
1933,1.5,0.8269675544028369,0.0,rewire
1934,2.0,0.5460036691721358,0.0,rewire
1935,2.5,0.5245279276191966,0.0,rewire
1936,3.0,0.4075156001286422,0.0,rewire
1937,3.5,0.457695383454706,0.0,rewire
1938,0.3,4.534909341799183,6.0,rewire
1939,0.5,4.834824768283677,5.0,rewire
1940,0.7,5.373070529321367,5.0,rewire
1941,0.8,6.186903857424123,6.0,rewire
1942,0.9,6.640750285561913,5.0,rewire
1943,0.95,6.398100760437177,6.0,rewire
1944,1.0,4.363570565105297,7.0,rewire
1945,1.05,2.0431752498736064,14.0,rewire
1946,1.1,1.1743718782122416,11.0,rewire
1947,1.2,1.1503156527217928,8.0,rewire
1948,1.3,1.0381702199488547,0.0,rewire
1949,1.4,1.0052962111785475,0.0,rewire
1950,1.5,0.8258754324513183,0.0,rewire
1951,2.0,0.582843984815766,0.0,rewire
1952,2.5,0.4887160158917005,0.0,rewire
1953,3.0,0.3299937046624424,0.0,rewire
1954,3.5,0.2681867484190741,0.0,rewire
1955,0.3,4.550374749828863,6.0,rewire
1956,0.5,4.829867715586992,5.0,rewire
1957,0.7,5.318956854444201,5.0,rewire
1958,0.8,5.764160958319798,5.0,rewire
1959,0.9,6.030258720816111,5.0,rewire
1960,0.95,5.831328132285229,5.0,rewire
1961,1.0,4.450133582024753,5.0,rewire
1962,1.05,2.1082675597704847,8.0,rewire
1963,1.1,1.1749854982887349,5.0,rewire
1964,1.2,1.184649007867827,8.0,rewire
1965,1.3,1.031649378914483,0.0,rewire
1966,1.4,0.9854009390242112,0.0,rewire
1967,1.5,0.8242716908125537,0.0,rewire
1968,2.0,0.5394469537353581,0.0,rewire
1969,2.5,0.4545036202207646,0.0,rewire
1970,3.0,0.463441422924813,0.0,rewire
1971,3.5,0.4168388323943595,0.0,rewire
1972,0.3,4.54430511083918,6.0,rewire
1973,0.5,4.830326423014935,5.0,rewire
1974,0.7,5.343042348277629,5.0,rewire
1975,0.8,5.71003633935142,5.0,rewire
1976,0.9,6.049346523868389,5.0,rewire
1977,0.95,5.844487033522879,5.0,rewire
1978,1.0,4.318908724782484,7.0,rewire
1979,1.05,1.7982098304925775,3.0,rewire
1980,1.1,1.4635317403595678,3.0,rewire
1981,1.2,1.182753276485867,8.0,rewire
1982,1.3,1.0288696550149732,0.0,rewire
1983,1.4,0.9893531587680476,0.0,rewire
1984,1.5,0.8341583872899829,0.0,rewire
1985,2.0,0.5231702501604669,0.0,rewire
1986,2.5,0.4905508128574099,0.0,rewire
1987,3.0,0.3765650678071434,0.0,rewire
1988,3.5,0.4760950130608883,0.0,rewire
1989,0.3,4.537946822904878,6.0,rewire
1990,0.5,4.830094740963477,5.0,rewire
1991,0.7,5.350364015980138,5.0,rewire
1992,0.8,5.733103160635526,5.0,rewire
1993,0.9,6.037789582802398,5.0,rewire
1994,0.95,6.297733438859647,5.0,rewire
1995,1.0,4.543424165915379,5.0,rewire
1996,1.05,2.06318853330332,15.0,rewire
1997,1.1,1.4312865737466711,3.0,rewire
1998,1.2,1.1559432465076065,8.0,rewire
1999,1.3,1.027353472449632,0.0,rewire
2000,1.4,0.990729267721691,0.0,rewire
2001,1.5,0.8550402165986405,0.0,rewire
2002,2.0,0.5246136449911032,0.0,rewire
2003,2.5,0.5082147948233021,0.0,rewire
2004,3.0,0.4484269497601367,0.0,rewire
2005,3.5,0.3862818191863733,0.0,rewire
2006,0.3,4.530472566707736,6.0,rewire
2007,0.5,4.823861883389855,5.0,rewire
2008,0.7,5.300773282413264,5.0,rewire
2009,0.8,5.793759385882902,5.0,rewire
2010,0.9,6.452996889333169,5.0,rewire
2011,0.95,6.336867526721335,5.0,rewire
2012,1.0,4.392191874883085,5.0,rewire
2013,1.05,2.093947955524193,14.0,rewire
2014,1.1,1.2029435208242318,8.0,rewire
2015,1.2,1.2596040955847418,3.0,rewire
2016,1.3,1.0363415563711864,0.0,rewire
2017,1.4,0.977913074686373,0.0,rewire
2018,1.5,0.8958935562539994,0.0,rewire
2019,2.0,0.5147575885526741,0.0,rewire
2020,2.5,0.5123190954979823,0.0,rewire
2021,3.0,0.4738297588844665,0.0,rewire
2022,3.5,0.3669791314908088,0.0,rewire
2023,0.3,4.554372545330616,6.0,rewire
2024,0.5,4.834247657105778,5.0,rewire
2025,0.7,5.327714481334814,5.0,rewire
2026,0.8,5.798520030569669,5.0,rewire
2027,0.9,6.183429592839597,5.0,rewire
2028,0.95,5.862660470845699,5.0,rewire
2029,1.0,4.367704698753486,7.0,rewire
2030,1.05,2.088123697660752,14.0,rewire
2031,1.1,1.5252920254991238,3.0,rewire
2032,1.2,1.1659673423440111,8.0,rewire
2033,1.3,1.046780185575638,0.0,rewire
2034,1.4,0.9890741271787628,0.0,rewire
2035,1.5,0.8437772369970761,0.0,rewire
2036,2.0,0.5159069188829252,0.0,rewire
2037,2.5,0.4851984857658661,0.0,rewire
2038,3.0,0.3881181387702753,0.0,rewire
2039,3.5,0.3356418201697356,0.0,rewire
2040,0.3,4.551847173553553,6.0,rewire
2041,0.5,4.833283076612672,5.0,rewire
2042,0.7,5.3366053322276255,5.0,rewire
2043,0.8,5.812616575894811,5.0,rewire
2044,0.9,6.051452363714403,5.0,rewire
2045,0.95,5.79711305735031,5.0,rewire
2046,1.0,4.933796671568111,5.0,rewire
2047,1.05,2.0466499729772987,13.0,rewire
2048,1.1,1.165746337106301,3.0,rewire
2049,1.2,1.151877874128285,8.0,rewire
2050,1.3,1.05409572169533,0.0,rewire
2051,1.4,0.9841390088295788,0.0,rewire
2052,1.5,0.8545315284821482,0.0,rewire
2053,2.0,0.5581138119474549,0.0,rewire
2054,2.5,0.4987909533724823,0.0,rewire
2055,3.0,0.4233352888244434,0.0,rewire
2056,3.5,0.3808218663594144,0.0,rewire
2057,0.3,4.532822640534973,6.0,rewire
2058,0.5,4.8228141420139234,5.0,rewire
2059,0.7,5.353179168625426,5.0,rewire
2060,0.8,5.723007730629606,5.0,rewire
2061,0.9,6.029237710102053,5.0,rewire
2062,0.95,5.768854983657965,5.0,rewire
2063,1.0,4.221348450194891,7.0,rewire
2064,1.05,2.079437321699204,14.0,rewire
2065,1.1,1.481070357612034,3.0,rewire
2066,1.2,1.176129447924149,3.0,rewire
2067,1.3,1.0495033187814649,0.0,rewire
2068,1.4,1.005441815026885,0.0,rewire
2069,1.5,0.8490149661579399,0.0,rewire
2070,2.0,0.5379187455284506,0.0,rewire
2071,2.5,0.5213240606977125,0.0,rewire
2072,3.0,0.3750154495034208,0.0,rewire
2073,3.5,0.350670210187896,0.0,rewire
2074,0.3,4.557955725967209,6.0,rewire
2075,0.5,4.842951460740923,5.0,rewire
2076,0.7,5.437244197018528,5.0,rewire
2077,0.8,5.787309447462352,5.0,rewire
2078,0.9,6.216726969268719,5.0,rewire
2079,0.95,6.153298009309497,5.0,rewire
2080,1.0,4.408685669051071,7.0,rewire
2081,1.05,2.0795081791356917,8.0,rewire
2082,1.1,1.366453928074808,3.0,rewire
2083,1.2,1.1714937652612576,8.0,rewire
2084,1.3,1.0449951869812142,0.0,rewire
2085,1.4,0.9782932191922724,0.0,rewire
2086,1.5,0.8241520908062459,0.0,rewire
2087,2.0,0.5400360259578753,0.0,rewire
2088,2.5,0.424494450793877,0.0,rewire
2089,3.0,0.4274951198041058,0.0,rewire
2090,3.5,0.369979637532194,0.0,rewire
2091,0.3,4.5261561781009325,6.0,rewire
2092,0.5,4.839176662680218,5.0,rewire
2093,0.7,5.348146723552878,5.0,rewire
2094,0.8,5.769177378207077,5.0,rewire
2095,0.9,6.556715937595447,6.0,rewire
2096,0.95,6.0500907371265695,5.0,rewire
2097,1.0,4.446709177362919,5.0,rewire
2098,1.05,2.109753637227287,14.0,rewire
2099,1.1,1.3221295739166945,3.0,rewire
2100,1.2,1.187312852602921,8.0,rewire
2101,1.3,1.034317287165322,0.0,rewire
2102,1.4,0.9874812505980788,0.0,rewire
2103,1.5,0.8462608742174061,0.0,rewire
2104,2.0,0.5318977933030016,0.0,rewire
2105,2.5,0.4348358157886799,0.0,rewire
2106,3.0,0.4471219740581217,0.0,rewire
2107,3.5,0.4105508483082918,0.0,rewire
2108,0.3,4.540724312704786,6.0,rewire
2109,0.5,4.82055309066198,5.0,rewire
2110,0.7,5.334231391364988,5.0,rewire
2111,0.8,5.79256356669071,5.0,rewire
2112,0.9,5.996817684183814,5.0,rewire
2113,0.95,5.782629025573768,5.0,rewire
2114,1.0,4.607903431524386,5.0,rewire
2115,1.05,2.1014039282417043,14.0,rewire
2116,1.1,1.3341762590841622,3.0,rewire
2117,1.2,1.1677889086365545,8.0,rewire
2118,1.3,1.0179100228804114,0.0,rewire
2119,1.4,0.9784312189079684,0.0,rewire
2120,1.5,0.8271766420949573,0.0,rewire
2121,2.0,0.5411581574305141,0.0,rewire
2122,2.5,0.470834842681093,0.0,rewire
2123,3.0,0.4282686609506167,0.0,rewire
2124,3.5,0.3921068088073011,0.0,rewire
2125,0.3,4.541441268943295,6.0,rewire
2126,0.5,4.831187591099359,5.0,rewire
2127,0.7,5.31518325076359,5.0,rewire
2128,0.8,5.917369606190507,5.0,rewire
2129,0.9,6.145713839541665,5.0,rewire
2130,0.95,5.82164567268937,5.0,rewire
2131,1.0,4.3796417919260815,5.0,rewire
2132,1.05,2.1018963324377737,4.0,rewire
2133,1.1,1.3894955554972952,3.0,rewire
2134,1.2,1.1656573765204294,8.0,rewire
2135,1.3,1.0569936908428827,0.0,rewire
2136,1.4,0.9863281124253171,0.0,rewire
2137,1.5,0.8316413514915119,0.0,rewire
2138,2.0,0.5212732848965413,0.0,rewire
2139,2.5,0.4574239548412986,0.0,rewire
2140,3.0,0.4036018347141324,0.0,rewire
2141,3.5,0.4150971530900768,0.0,rewire
2142,0.3,4.546515625852752,6.0,rewire
2143,0.5,4.835996123750809,5.0,rewire
2144,0.7,5.393532048454732,5.0,rewire
2145,0.8,5.951274125395593,5.0,rewire
2146,0.9,6.611234296368019,5.0,rewire
2147,0.95,5.848047613614415,5.0,rewire
2148,1.0,4.2697280616469255,7.0,rewire
2149,1.05,1.9218288832561252,3.0,rewire
2150,1.1,1.2419920737150991,3.0,rewire
2151,1.2,1.1654699976257026,8.0,rewire
2152,1.3,1.0435202066417977,0.0,rewire
2153,1.4,0.9656632080058284,0.0,rewire
2154,1.5,0.8486292576060915,0.0,rewire
2155,2.0,0.5194814423659984,0.0,rewire
2156,2.5,0.4924035096002186,0.0,rewire
2157,3.0,0.3887949244349091,0.0,rewire
2158,3.5,0.3807828763384938,0.0,rewire
2159,0.3,4.551847173553553,6.0,rewire
2160,0.5,4.833283076612672,5.0,rewire
2161,0.7,5.3366053322276255,5.0,rewire
2162,0.8,5.812616575894811,5.0,rewire
2163,0.9,6.051452363714403,5.0,rewire
2164,0.95,5.79711305735031,5.0,rewire
2165,1.0,4.933796671568111,5.0,rewire
2166,1.05,2.0466499729772987,13.0,rewire
2167,1.1,1.165746337106301,3.0,rewire
2168,1.2,1.151877874128285,8.0,rewire
2169,1.3,1.05409572169533,0.0,rewire
2170,1.4,0.9841390088295788,0.0,rewire
2171,1.5,0.8545315284821482,0.0,rewire
2172,2.0,0.5581138119474549,0.0,rewire
2173,2.5,0.4987909533724823,0.0,rewire
2174,3.0,0.4233352888244434,0.0,rewire
2175,3.5,0.3808218663594144,0.0,rewire
2176,0.3,4.550221522918995,6.0,rewire
2177,0.5,4.8468229886471335,5.0,rewire
2178,0.7,5.4569047322369055,5.0,rewire
2179,0.8,5.858780314676563,5.0,rewire
2180,0.9,6.616577437725399,6.0,rewire
2181,0.95,5.962521381463495,5.0,rewire
2182,1.0,4.3244366345766805,7.0,rewire
2183,1.05,1.1984853008373288,3.0,rewire
2184,1.1,1.220663038862204,8.0,rewire
2185,1.2,1.175852646698624,8.0,rewire
2186,1.3,1.0501218992516683,0.0,rewire
2187,1.4,0.9563052367459982,0.0,rewire
2188,1.5,0.8368114569983356,0.0,rewire
2189,2.0,0.5576674647157159,0.0,rewire
2190,2.5,0.4400470568384343,0.0,rewire
2191,3.0,0.6708153333586735,0.0,rewire
2192,3.5,0.3867155936314496,0.0,rewire
2193,0.3,4.541441268943295,6.0,rewire
2194,0.5,4.831187591099359,5.0,rewire
2195,0.7,5.31518325076359,5.0,rewire
2196,0.8,5.917369606190507,5.0,rewire
2197,0.9,6.145713839541665,5.0,rewire
2198,0.95,5.82164567268937,5.0,rewire
2199,1.0,4.3796417919260815,5.0,rewire
2200,1.05,2.1018963324377737,4.0,rewire
2201,1.1,1.3894955554972952,3.0,rewire
2202,1.2,1.1656573765204294,8.0,rewire
2203,1.3,1.0569936908428827,0.0,rewire
2204,1.4,0.9863281124253171,0.0,rewire
2205,1.5,0.8316413514915119,0.0,rewire
2206,2.0,0.5212732848965413,0.0,rewire
2207,2.5,0.4574239548412986,0.0,rewire
2208,3.0,0.4036018347141324,0.0,rewire
2209,3.5,0.4150971530900768,0.0,rewire
2210,0.3,4.553139522442299,6.0,rewire
2211,0.5,4.833355289680212,5.0,rewire
2212,0.7,5.358083723292344,5.0,rewire
2213,0.8,5.773518500768319,5.0,rewire
2214,0.9,6.483895780971385,5.0,rewire
2215,0.95,6.242672922592029,5.0,rewire
2216,1.0,4.4096096661355695,7.0,rewire
2217,1.05,2.107570337675235,14.0,rewire
2218,1.1,1.2656145736335551,8.0,rewire
2219,1.2,1.2084372335789493,8.0,rewire
2220,1.3,1.0541616831631715,0.0,rewire
2221,1.4,0.9833472239139924,0.0,rewire
2222,1.5,0.8291699667683983,0.0,rewire
2223,2.0,0.5274087450657298,0.0,rewire
2224,2.5,0.4885442798112441,0.0,rewire
2225,3.0,0.3309320795356081,0.0,rewire
2226,3.5,0.3634078817848967,0.0,rewire
2227,0.3,4.53292811142996,6.0,rewire
2228,0.5,4.8195871917172095,5.0,rewire
2229,0.7,5.338532353819906,5.0,rewire
2230,0.8,5.906223633826532,5.0,rewire
2231,0.9,6.64463634154695,6.0,rewire
2232,0.95,5.86631973593147,5.0,rewire
2233,1.0,4.340339515202253,8.0,rewire
2234,1.05,2.0868407238590048,14.0,rewire
2235,1.1,1.3760847863694032,3.0,rewire
2236,1.2,1.1953285973617382,8.0,rewire
2237,1.3,1.11252507810693,0.0,rewire
2238,1.4,0.9960129021816756,0.0,rewire
2239,1.5,0.8419993616238529,0.0,rewire
2240,2.0,0.5674849709211883,0.0,rewire
2241,2.5,0.5140345428382582,0.0,rewire
2242,3.0,0.4133491758524675,0.0,rewire
2243,3.5,0.3964110523784028,0.0,rewire
2244,0.3,4.550221522918995,6.0,rewire
2245,0.5,4.8468229886471335,5.0,rewire
2246,0.7,5.4569047322369055,5.0,rewire
2247,0.8,5.858780314676563,5.0,rewire
2248,0.9,6.616577437725399,6.0,rewire
2249,0.95,5.962521381463495,5.0,rewire
2250,1.0,4.3244366345766805,7.0,rewire
2251,1.05,1.1984853008373288,3.0,rewire
2252,1.1,1.220663038862204,8.0,rewire
2253,1.2,1.175852646698624,8.0,rewire
2254,1.3,1.0501218992516683,0.0,rewire
2255,1.4,0.9563052367459982,0.0,rewire
2256,1.5,0.8368114569983356,0.0,rewire
2257,2.0,0.5576674647157159,0.0,rewire
2258,2.5,0.4400470568384343,0.0,rewire
2259,3.0,0.6708153333586735,0.0,rewire
2260,3.5,0.3867155936314496,0.0,rewire
2261,0.3,4.544260587811945,6.0,rewire
2262,0.5,4.813583022466658,5.0,rewire
2263,0.7,5.365475941679553,5.0,rewire
2264,0.8,5.834873268796323,5.0,rewire
2265,0.9,6.359083788409294,5.0,rewire
2266,0.95,6.246379567541253,5.0,rewire
2267,1.0,4.324665159062814,5.0,rewire
2268,1.05,2.124498762718519,4.0,rewire
2269,1.1,1.6432265390963785,3.0,rewire
2270,1.2,1.148386380169529,8.0,rewire
2271,1.3,1.0595252881216737,0.0,rewire
