,alpha,performance,capacity
0,0.3,7.097321492934809,8.0
1,0.5,8.3670788095124,10.0
2,0.7,10.025165876815011,11.0
3,0.8,10.545273155192282,11.0
4,0.9,11.53704876181743,12.0
5,0.95,11.589747011957062,12.0
6,1.0,12.320531738076458,13.0
7,1.05,12.434949467550778,13.0
8,1.1,12.579556243979976,13.0
9,1.2,13.133404818833313,14.0
10,1.3,13.68509865475701,15.0
11,1.4,13.621719930269649,15.0
12,1.5,13.930848367832485,1.0
13,2.0,14.037438142584453,1.0
14,2.5,3.1216892953568585,5.0
15,3.0,2.3135834913957884,5.0
16,3.5,1.3955088351308977,0.0
