,alpha,performance,capacity
0,0.3,0.0006570095711991471,4.0
1,0.5,0.0006843358975189325,4.0
2,0.7,0.0007294968874976524,4.0
3,0.8,0.0007645049519339494,4.0
4,0.9,0.0008017344238424458,4.0
5,0.95,0.0008175572045875982,4.0
6,1.0,0.0008381458859204528,4.0
7,1.05,0.0008486394195829718,4.0
8,1.1,0.0008810659761679939,5.0
9,1.2,0.0009662322555989413,5.0
10,1.3,0.0010375052071693333,5.0
11,1.4,0.0009829143638082876,4.0
12,1.5,0.00013575274549958047,0.0
13,2.0,9.221353093766931e-05,0.0
14,2.5,5.311437543711798e-05,0.0
15,3.0,4.9751815745686114e-05,0.0
16,3.5,6.633336661217408e-05,0.0
