,alpha,performance,capacity
0,0.3,0.0005703721472656686,4.0
1,0.5,0.000688725602778775,2.0
2,0.7,0.0007489291531945836,0.0
3,0.8,0.0007620685710797404,0.0
4,0.9,0.0007955637908885569,0.0
5,0.95,0.0008193929279414661,0.0
6,1.0,0.0008364028071202086,0.0
7,1.05,0.0008640184996059795,0.0
8,1.1,0.0008999167795441178,0.0
9,1.2,0.0009937161824464596,0.0
10,1.3,0.0009807784986673323,0.0
11,1.4,0.00010050722864125027,0.0
12,1.5,5.009753571825816e-05,0.0
13,2.0,6.516981788555826e-05,0.0
14,2.5,5.832000500373962e-05,0.0
15,3.0,5.012333872896059e-05,0.0
16,3.5,6.716134077847899e-05,0.0
