,alpha,performance,capacity
0,0.3,0.0005312218058737233,4.0
1,0.5,0.000583042429749169,3.0
2,0.7,0.0006375964604955533,4.0
3,0.8,0.0006756926691454289,4.0
4,0.9,0.0007202147581532486,0.0
5,0.95,0.0007268823299316593,0.0
6,1.0,0.0007722468846963044,0.0
7,1.05,0.0008362004624602005,0.0
8,1.1,0.0008986136235679483,0.0
9,1.2,0.0009330511983129243,0.0
10,1.3,0.00012050997305819589,0.0
11,1.4,1.9518820987119723e-05,0.0
12,1.5,4.436695772088016e-05,0.0
13,2.0,5.0421491614536315e-05,0.0
14,2.5,4.8131236722497795e-05,0.0
15,3.0,4.708037989991223e-05,0.0
16,3.5,6.197383545258001e-05,0.0
