,alpha,performance,capacity
0,0.3,4.554372545330616,6.0
1,0.5,4.834247657105778,5.0
2,0.7,5.327714481334814,5.0
3,0.8,5.798520030569669,5.0
4,0.9,6.183429592839597,5.0
5,0.95,5.862660470845699,5.0
6,1.0,4.367704698753486,7.0
7,1.05,2.088123697660752,14.0
8,1.1,1.5252920254991238,3.0
9,1.2,1.1659673423440111,8.0
10,1.3,1.046780185575638,0.0
11,1.4,0.9890741271787628,0.0
12,1.5,0.8437772369970761,0.0
13,2.0,0.5159069188829252,0.0
14,2.5,0.4851984857658661,0.0
15,3.0,0.38811813877027534,0.0
16,3.5,0.33564182016973565,0.0
