,alpha,performance,capacity
0,0.3,4.562120231132738,6.0
1,0.5,4.84153461919989,5.0
2,0.7,5.337900540758295,5.0
3,0.8,5.789250856744432,5.0
4,0.9,5.985758134385679,5.0
5,0.95,5.779680983421569,5.0
6,1.0,4.644879812871084,5.0
7,1.05,2.106231653102112,12.0
8,1.1,1.4452391635915949,3.0
9,1.2,1.14828611912789,8.0
10,1.3,1.0496757326450608,0.0
11,1.4,0.9891003115779142,0.0
12,1.5,0.8297764726794467,0.0
13,2.0,0.5345086024310534,0.0
14,2.5,0.45831910976869106,0.0
15,3.0,0.4209922582463226,0.0
16,3.5,0.3708881162890736,0.0
