,alpha,performance,capacity
0,0.3,4.54430511083918,6.0
1,0.5,4.8303264230149345,5.0
2,0.7,5.343042348277629,5.0
3,0.8,5.7100363393514195,5.0
4,0.9,6.049346523868389,5.0
5,0.95,5.844487033522879,5.0
6,1.0,4.318908724782484,7.0
7,1.05,1.7982098304925775,3.0
8,1.1,1.4635317403595678,3.0
9,1.2,1.182753276485867,8.0
10,1.3,1.0288696550149732,0.0
11,1.4,0.9893531587680475,0.0
12,1.5,0.8341583872899829,0.0
13,2.0,0.5231702501604669,0.0
14,2.5,0.4905508128574099,0.0
15,3.0,0.37656506780714344,0.0
16,3.5,0.4760950130608883,0.0
