,alpha,performance,capacity
0,0.3,0.0018655017296968206,3.0
1,0.5,0.002023575927621026,4.0
2,0.7,0.0022338752267152505,4.0
3,0.8,0.002465489465168561,5.0
4,0.9,0.002680619922983525,4.0
5,0.95,0.0027602790597917068,4.0
6,1.0,0.0027694015204620353,4.0
7,1.05,0.002609425297972676,0.0
8,1.1,0.002058268485617395,0.0
9,1.2,0.001548595336071017,0.0
10,1.3,0.0013357765170161863,0.0
11,1.4,0.000876125927907196,0.0
12,1.5,0.0005381519522310773,0.0
13,2.0,0.00023790805221316746,0.0
14,2.5,0.00021728252327008607,0.0
15,3.0,0.00017048875430027358,0.0
16,3.5,0.00013258310528341307,0.0
