,alpha,performance,capacity
0,0.3,5.6277317852619815,7.0
1,0.5,5.983496009093485,7.0
2,0.7,6.255662089985487,7.0
3,0.8,6.388424736784625,7.0
4,0.9,6.605333452657879,6.0
5,0.95,6.72677201063172,6.0
6,1.0,6.8357380003608395,6.0
7,1.05,6.907839979487045,6.0
8,1.1,6.899548207913139,6.0
9,1.2,6.332121503515371,5.0
10,1.3,5.508787099748968,4.0
11,1.4,4.985813290867708,4.0
12,1.5,4.665491107859502,4.0
13,2.0,2.981157975055421,3.0
14,2.5,1.2243244910269362,0.0
15,3.0,1.0172887427791037,0.0
16,3.5,1.4427271061463196,0.0
