,alpha,performance,capacity
0,0.3,7.030573358228214,8.0
1,0.5,8.227738758738958,10.0
2,0.7,9.358620539964791,11.0
3,0.8,10.365324350866949,12.0
4,0.9,10.332914465014039,12.0
5,0.95,11.260273829662372,12.0
6,1.0,11.480325305389924,13.0
7,1.05,11.954733916657556,12.0
8,1.1,12.099643135411064,13.0
9,1.2,12.506304695869314,14.0
10,1.3,13.159580014321596,14.0
11,1.4,13.796369391911893,15.0
12,1.5,13.762747458696923,15.0
13,2.0,14.02162036504027,1.0
14,2.5,3.8566103653535255,5.0
15,3.0,2.7450396083955515,5.0
16,3.5,2.3979263681563507,4.0
