,alpha,performance,capacity
0,0.3,0.1868668054210397,7.0
1,0.5,0.2406499890363587,9.0
2,0.7,0.2236909905164064,5.0
3,0.8,0.2879135339906974,10.0
4,0.9,0.2995411991112564,10.0
5,0.95,0.31638330698872635,10.0
6,1.0,0.3205574491650533,10.0
7,1.05,0.3344651137928496,11.0
8,1.1,0.3354414893079015,11.0
9,1.2,0.3537456570599847,10.0
10,1.3,0.3628983141494667,12.0
11,1.4,0.3806704573420112,10.0
12,1.5,0.3862573051695277,12.0
13,2.0,0.3556469060727852,8.0
14,2.5,0.1208760766703709,0.0
15,3.0,0.022633602608277556,0.0
16,3.5,0.009955078244574372,0.0
