,alpha,performance,capacity
0,0.3,0.0019464648326528574,7.0
1,0.5,0.0021350907942896025,7.0
2,0.7,0.0022902120795285945,6.0
3,0.8,0.0023754339195998157,6.0
4,0.9,0.0024611677102253145,6.0
5,0.95,0.0024952393582650936,6.0
6,1.0,0.0025170476592989094,6.0
7,1.05,0.0025226907451616335,6.0
8,1.1,0.002507556476633674,6.0
9,1.2,0.002392111649103266,5.0
10,1.3,0.0021342557131362855,5.0
11,1.4,0.0019479623859852357,5.0
12,1.5,0.0019345389635138102,5.0
13,2.0,0.0012404836297798874,4.0
14,2.5,0.00042906302067484436,0.0
15,3.0,0.0006367683924099259,0.0
16,3.5,0.00040229828650294186,0.0
