,alpha,performance,capacity
0,0.3,5.9416428586128704,7.0
1,0.5,6.5174293198460145,7.0
2,0.7,6.990941741543839,6.0
3,0.8,7.25108398966599,6.0
4,0.9,7.512788982361666,6.0
5,0.95,7.616793720007409,6.0
6,1.0,7.68336421946999,6.0
7,1.05,7.700589909990737,6.0
8,1.1,7.654392096903652,6.0
9,1.2,7.301993264131021,5.0
10,1.3,6.51488020933154,5.0
11,1.4,5.9462141855197075,5.0
12,1.5,5.905238781840419,5.0
13,2.0,3.786613853209202,4.0
14,2.5,1.3097278666026728,0.0
15,3.0,1.9437548050618154,0.0
16,3.5,1.2280277048594896,0.0
