,alpha,performance,capacity
0,0.3,0.5621704927911183,8.0
1,0.5,0.592082973432949,9.0
2,0.7,0.6674612943877096,10.0
3,0.8,0.7163943410377676,10.0
4,0.9,0.745405570241938,10.0
5,0.95,0.7401688750103168,10.0
6,1.0,0.7529444766872292,10.0
7,1.05,0.760886198848938,11.0
8,1.1,0.783009620430444,11.0
9,1.2,0.8000538896657966,11.0
10,1.3,0.8186495990351681,11.0
11,1.4,0.824926852147797,11.0
12,1.5,0.8565377669686294,11.0
13,2.0,0.8988395216267002,11.0
14,2.5,0.9091011982306408,11.0
15,3.0,0.852701366654939,10.0
16,3.5,0.787750272886853,9.0
