,alpha,performance,capacity
0,0.3,7.169509092432039,9.0
1,0.5,8.314773579570602,10.0
2,0.7,9.900267536601948,11.0
3,0.8,9.630638917511659,11.0
4,0.9,9.75488199728143,11.0
5,0.95,11.089334407886833,12.0
6,1.0,10.851696512175431,12.0
7,1.05,11.589945248404403,12.0
8,1.1,11.996263838729423,12.0
9,1.2,11.799046197178368,13.0
10,1.3,12.561427489851948,12.0
11,1.4,13.198409341657891,13.0
12,1.5,13.155318376773362,14.0
13,2.0,8.804502811541173,9.0
14,2.5,1.3683501960048763,0.0
15,3.0,0.39665759988176674,0.0
16,3.5,0.3002478255206476,0.0
