,alpha,performance,capacity
0,0.3,7.540247761209963,8.0
1,0.5,9.145574141771005,9.0
2,0.7,11.157336400057057,10.0
3,0.8,11.390271554074772,11.0
4,0.9,11.350128695086912,11.0
5,0.95,11.326511101453624,10.0
6,1.0,11.257683362833996,10.0
7,1.05,7.474284805173137,7.0
8,1.1,7.093658717172747,7.0
9,1.2,5.89824442980066,6.0
10,1.3,4.996050582603586,5.0
11,1.4,4.625697828332859,6.0
12,1.5,4.042626103244455,5.0
13,2.0,2.5954383008363435,4.0
14,2.5,0.4974405048824535,0.0
15,3.0,0.5013821359274938,0.0
16,3.5,0.3198724468870344,0.0
