,alpha,performance,capacity
0,0.3,7.158928401161428,9.0
1,0.5,8.266180950074826,10.0
2,0.7,9.335280595351783,11.0
3,0.8,10.342585348182629,12.0
4,0.9,10.415366979025835,12.0
5,0.95,10.375112481613849,12.0
6,1.0,11.392140740428106,12.0
7,1.05,11.453828032557606,12.0
8,1.1,11.51207384952519,12.0
9,1.2,12.43628856498864,13.0
10,1.3,13.100593436932044,14.0
11,1.4,13.255780903408425,14.0
12,1.5,13.867697018634702,15.0
13,2.0,14.024931093783177,1.0
14,2.5,3.953558584339129,5.0
15,3.0,2.8182466860038207,4.0
16,3.5,2.2405037642398256,2.0
