,alpha,performance,capacity
0,0.3,0.0005417164876170273,4.0
1,0.5,0.0005724154553673631,4.0
2,0.7,0.0006119215025591055,4.0
3,0.8,0.000638424743399135,3.0
4,0.9,0.0006692753309599692,3.0
5,0.95,0.0006901657585003954,3.0
6,1.0,0.0007162147431298532,3.0
7,1.05,0.0007419200041112319,3.0
8,1.1,0.0007764812588491699,3.0
9,1.2,0.0008629654974238546,3.0
10,1.3,0.000940936304411046,3.0
11,1.4,0.0008911688569039953,3.0
12,1.5,0.00039485575121151275,3.0
13,2.0,0.0003205723317148931,3.0
14,2.5,0.00021631883135831003,0.0
15,3.0,0.0001119879267816691,0.0
16,3.5,8.775719793829064e-05,0.0
