,alpha,performance,capacity
0,0.3,0.5830086086338191,9.0
1,0.5,0.6710685318437124,10.0
2,0.7,0.7565822363615266,11.0
3,0.8,0.7690868588327286,11.0
4,0.9,0.8528876923133482,11.0
5,0.95,0.8546337737087735,11.0
6,1.0,0.8595940379004777,11.0
7,1.05,0.8632937128305918,11.0
8,1.1,0.8793079323032621,12.0
9,1.2,0.9485712404191068,12.0
10,1.3,0.9520054281393056,12.0
11,1.4,1.0179057425747928,13.0
12,1.5,1.0175899162531914,13.0
13,2.0,1.0645216924551946,14.0
14,2.5,1.0206280089628295,15.0
15,3.0,0.8099549854999177,11.0
16,3.5,0.5715726267148463,8.0
