,alpha,performance,capacity
0,0.3,0.0010535449216915376,6.0
1,0.5,0.0012530885613484847,6.0
2,0.7,0.001308048387381711,6.0
3,0.8,0.00132970840997407,6.0
4,0.9,0.0013628983391641316,6.0
5,0.95,0.001388740135169709,6.0
6,1.0,0.0014165508060408301,6.0
7,1.05,0.0014394187330538904,6.0
8,1.1,0.0014474285989159133,6.0
9,1.2,0.0013732318087695478,5.0
10,1.3,0.0011883071319994732,4.0
11,1.4,0.0010634133133719825,4.0
12,1.5,0.0010255186897683598,4.0
13,2.0,0.000676430209118494,4.0
14,2.5,0.0003517667821159357,0.0
15,3.0,0.00022616106346005444,0.0
16,3.5,0.0001501722936602333,0.0
