,alpha,performance,capacity
0,0.3,0.0015179751396101177,0.0
1,0.5,0.0016939662563004445,0.0
2,0.7,0.0019022553762989328,0.0
3,0.8,0.001974970359617583,0.0
4,0.9,0.0020494650356995088,0.0
5,0.95,0.00207803188301036,0.0
6,1.0,0.0021561403965006426,0.0
7,1.05,0.0022104125153704565,0.0
8,1.1,0.002283317633569983,0.0
9,1.2,0.002411925467502982,0.0
10,1.3,0.0025107731791028163,0.0
11,1.4,0.00257669758498593,0.0
12,1.5,0.002606470524356648,0.0
13,2.0,0.002136513803239651,0.0
14,2.5,0.0013969809914914453,0.0
15,3.0,0.0016168460873353168,0.0
16,3.5,0.0014521472214282572,0.0
