,alpha,performance,capacity
0,0.3,6.487892768063937,8.0
1,0.5,8.12697101296547,9.0
2,0.7,9.313306118106848,11.0
3,0.8,9.393573665198561,11.0
4,0.9,10.434949834595068,12.0
5,0.95,10.472083076272382,12.0
6,1.0,11.049712358211671,12.0
7,1.05,11.385253845006812,13.0
8,1.1,11.438619439019433,13.0
9,1.2,12.393823033845885,13.0
10,1.3,12.478417360949942,13.0
11,1.4,13.191323968147948,14.0
12,1.5,13.785582761326996,15.0
13,2.0,14.028736880729497,1.0
14,2.5,3.477158432725923,4.0
15,3.0,2.493719065548425,4.0
16,3.5,2.3348337559685812,3.0
