,alpha,performance,capacity
0,0.3,0.0013191048947375431,8.0
1,0.5,0.0015733494160224868,8.0
2,0.7,0.0017723293014741983,9.0
3,0.8,0.001864650646298611,9.0
4,0.9,0.001960562239278708,9.0
5,0.95,0.0019862863158003263,9.0
6,1.0,0.0019882955395621547,9.0
7,1.05,0.0019709046752057384,9.0
8,1.1,0.0019047768201785698,9.0
9,1.2,0.0016247394591220109,8.0
10,1.3,0.0013484379742760527,7.0
11,1.4,0.0011469199967610044,6.0
12,1.5,0.0010654035656540279,6.0
13,2.0,0.0006659074763627388,4.0
14,2.5,0.0004752704030739486,3.0
15,3.0,0.0002868327262433433,0.0
16,3.5,0.00031307384248101163,0.0
