,alpha,performance,capacity
0,0.3,6.596512182372162,7.0
1,0.5,8.928478483951302,9.0
2,0.7,10.335472605888796,9.0
3,0.8,10.451889091291848,9.0
4,0.9,11.046373643654558,10.0
5,0.95,10.953158866396798,10.0
6,1.0,10.839017665755472,10.0
7,1.05,10.72050914108722,10.0
8,1.1,10.610648922434585,9.0
9,1.2,10.464088532749495,9.0
10,1.3,3.9222741340659377,4.0
11,1.4,3.7580753085107426,4.0
12,1.5,3.604069748229312,4.0
13,2.0,2.519448917799486,3.0
14,2.5,1.1627939001498142,0.0
15,3.0,0.4304190230728983,0.0
16,3.5,0.4134775952041303,0.0
