,alpha,performance,capacity
0,0.3,7.0172055401278906,1.0
1,0.5,8.043636180821172,1.0
2,0.7,9.177818404045386,12.0
3,0.8,9.520999752254882,10.0
4,0.9,10.127782999772082,11.0
5,0.95,9.809606973445561,11.0
6,1.0,10.513972790418661,11.0
7,1.05,10.736650656227502,12.0
8,1.1,10.703736760365446,12.0
9,1.2,10.806072680378913,12.0
10,1.3,11.635128856287631,12.0
11,1.4,12.736094933101308,13.0
12,1.5,13.068373652248603,13.0
13,2.0,12.206095891294485,15.0
14,2.5,4.784630748188141,4.0
15,3.0,1.317700927054323,0.0
16,3.5,0.7558417745145273,0.0
