,alpha,performance,capacity
0,0.3,7.211404403057856,9.0
1,0.5,8.319360866803978,10.0
2,0.7,9.40803594603471,11.0
3,0.8,9.494674101419882,11.0
4,0.9,10.521454848899392,11.0
5,0.95,10.618239953044927,11.0
6,1.0,10.636337064482696,11.0
7,1.05,10.697815360155367,11.0
8,1.1,10.700707870044598,11.0
9,1.2,11.717993034844607,12.0
10,1.3,11.79486263930703,12.0
11,1.4,12.57060111961598,13.0
12,1.5,12.573377578126975,13.0
13,2.0,13.380008264412051,15.0
14,2.5,13.640583330069232,15.0
15,3.0,6.974776426592725,7.0
16,3.5,5.687981290880179,7.0
