,alpha,performance,capacity
0,0.3,2.706309521276609,3.0
1,0.5,3.026683281560873,3.0
2,0.7,3.398934897217414,0.0
3,0.8,3.5913553622543963,0.0
4,0.9,3.9031832381000617,0.0
5,0.95,4.047505716103792,0.0
6,1.0,4.193345312359797,0.0
7,1.05,4.304517231605979,0.0
8,1.1,4.373214053649966,0.0
9,1.2,4.3200314113714455,0.0
10,1.3,3.930399553861163,0.0
11,1.4,3.328915181208683,0.0
12,1.5,2.469443409957818,0.0
13,2.0,1.6535466540236998,0.0
14,2.5,1.602218032279017,0.0
15,3.0,1.2117695716240426,0.0
16,3.5,0.7106025193070062,0.0
