,alpha,performance,capacity
0,0.3,6.339672846326487,8.0
1,0.5,6.746112618342578,6.0
2,0.7,7.376370947212626,9.0
3,0.8,8.038083232836192,9.0
4,0.9,8.40555803845667,6.0
5,0.95,8.466587317468601,10.0
6,1.0,8.487148937241223,8.0
7,1.05,8.617341091533445,9.0
8,1.1,8.771990818689105,8.0
9,1.2,8.862252242559846,8.0
10,1.3,8.966215027196155,8.0
11,1.4,9.343778548713686,9.0
12,1.5,9.52039745283379,9.0
13,2.0,10.07403117627443,8.0
14,2.5,10.166358639000768,7.0
15,3.0,9.711366522476458,8.0
16,3.5,8.990130817053492,7.0
