,alpha,performance,capacity
0,0.3,0.0013656923582983324,8.0
1,0.5,0.001601583701253326,9.0
2,0.7,0.001863549222851386,9.0
3,0.8,0.0019372303270361673,9.0
4,0.9,0.0020052705283124337,9.0
5,0.95,0.002031733175077935,9.0
6,1.0,0.002047807693461647,9.0
7,1.05,0.0020367350183149208,9.0
8,1.1,0.0019685123660690006,9.0
9,1.2,0.0017169857086820647,7.0
10,1.3,0.0013148654265427002,6.0
11,1.4,0.001148407463980635,6.0
12,1.5,0.0010808947903427123,6.0
13,2.0,0.0006928981628019114,4.0
14,2.5,0.00047702866572045137,3.0
15,3.0,0.0003180499907022038,3.0
16,3.5,0.00027838684930585035,3.0
