,alpha,performance,capacity
0,0.3,0.22001889784266776,13.0
1,0.5,0.2550777465279544,10.0
2,0.7,0.3030122966399035,11.0
3,0.8,0.32901890018339097,13.0
4,0.9,0.3461783255554722,12.0
5,0.95,0.3595029389086111,13.0
6,1.0,0.38188678182771274,13.0
7,1.05,0.3853358425353103,13.0
8,1.1,0.3871898946980933,13.0
9,1.2,0.40928459783014565,14.0
10,1.3,0.42765315191130765,15.0
11,1.4,0.4298448927035419,15.0
12,1.5,0.43471558322982395,1.0
13,2.0,0.25900665079849455,9.0
14,2.5,0.17556895493460867,6.0
15,3.0,0.14516077382766304,5.0
16,3.5,0.1091002041312879,4.0
