,alpha,performance,capacity
0,0.3,0.2256964269005184,8.0
1,0.5,0.2605424392926177,10.0
2,0.7,0.29762383940576953,11.0
3,0.8,0.32922732385489434,12.0
4,0.9,0.3294358697156066,12.0
5,0.95,0.3600565731256778,12.0
6,1.0,0.36421532026769315,13.0
7,1.05,0.3670831844326581,12.0
8,1.1,0.3918915583299327,13.0
9,1.2,0.39841915227817665,13.0
10,1.3,0.4251244763874678,14.0
11,1.4,0.4411299066728275,15.0
12,1.5,0.442501317647319,15.0
13,2.0,0.4481188476928435,1.0
14,2.5,0.2157547061249692,7.0
15,3.0,0.17008237302724133,6.0
16,3.5,0.1331803364686507,5.0
