,alpha,performance,capacity
0,0.3,0.0017743380502411317,7.0
1,0.5,0.0019973519843756293,7.0
2,0.7,0.0021733708646347054,7.0
3,0.8,0.002269548744484126,7.0
4,0.9,0.002316073546386873,7.0
5,0.95,0.00229496793325452,7.0
6,1.0,0.002228077801077839,7.0
7,1.05,0.0021082747921051933,7.0
8,1.1,0.0020411596503534237,6.0
9,1.2,0.0018884720841690224,5.0
10,1.3,0.0016894578943983756,5.0
11,1.4,0.0014949713097657537,2.0
12,1.5,0.0013190554843481913,3.0
13,2.0,0.0004867126906810318,0.0
14,2.5,0.00029588601800949524,0.0
15,3.0,0.00021840000158986121,0.0
16,3.5,0.0001632413070582469,0.0
