,alpha,performance,capacity
0,0.3,7.546123206118311,8.0
1,0.5,9.141867355141748,9.0
2,0.7,10.403862075652398,9.0
3,0.8,10.609965315782192,9.0
4,0.9,10.53904053764192,9.0
5,0.95,10.45660057914132,9.0
6,1.0,10.326079017355422,9.0
7,1.05,9.312419239108904,8.0
8,1.1,8.406415604719147,7.0
9,1.2,6.759304911283627,7.0
10,1.3,6.0824846955594705,6.0
11,1.4,5.345353785496619,6.0
12,1.5,4.525841007927939,4.0
13,2.0,2.6223219760403627,3.0
14,2.5,1.7055587193005524,0.0
15,3.0,0.7297497466200228,0.0
16,3.5,0.4682197820467932,0.0
