,alpha,performance,capacity
0,0.3,6.367067478895984,8.0
1,0.5,7.4908190883223735,9.0
2,0.7,9.013569626276292,9.0
3,0.8,10.003654107058926,10.0
4,0.9,10.18945047353114,10.0
5,0.95,10.241408393197972,10.0
6,1.0,10.19482154736448,10.0
7,1.05,10.413490076385235,10.0
8,1.1,9.92473306292273,10.0
9,1.2,5.214775140989601,7.0
10,1.3,4.702500354598421,5.0
11,1.4,4.13260629250572,5.0
12,1.5,3.7759968311471055,5.0
13,2.0,2.6940747158028437,4.0
14,2.5,2.1642812765182993,3.0
15,3.0,1.5996611107724406,0.0
16,3.5,0.9313675543574205,0.0
