,alpha,performance,capacity
0,0.3,0.0013008767346454999,8.0
1,0.5,0.0015748929542216525,9.0
2,0.7,0.0018067854065337626,9.0
3,0.8,0.0018678336454836517,9.0
4,0.9,0.0019208522574240957,9.0
5,0.95,0.0019382374408764124,9.0
6,1.0,0.001938602663999446,9.0
7,1.05,0.0019041849580681742,9.0
8,1.1,0.0017818983892608107,9.0
9,1.2,0.0014209838132369504,7.0
10,1.3,0.0011158487256370292,6.0
11,1.4,0.0009726452032276373,6.0
12,1.5,0.0009155950711049237,5.0
13,2.0,0.0006282495498907714,4.0
14,2.5,0.00041934950709993524,3.0
15,3.0,0.0003554949480917493,3.0
16,3.5,0.00026447740052473566,0.0
