,alpha,performance,capacity
0,0.3,0.5138229168687267,8.0
1,0.5,0.6365256315870484,9.0
2,0.7,0.6978783009459927,10.0
3,0.8,0.7522521118876527,11.0
4,0.9,0.8026756584965653,11.0
5,0.95,0.8216636310580924,11.0
6,1.0,0.8317297802081656,11.0
7,1.05,0.8424206761778287,11.0
8,1.1,0.8554053818632388,11.0
9,1.2,0.9171422118947954,12.0
10,1.3,0.9440421340617942,12.0
11,1.4,0.9895691768438837,12.0
12,1.5,0.994713524960817,13.0
13,2.0,0.989870629005278,13.0
14,2.5,1.0173127977646261,13.0
15,3.0,0.7462937444745656,10.0
16,3.5,0.6298840910718557,9.0
