,alpha,performance,capacity
0,0.3,2.4382249270053227,4.0
1,0.5,2.6321264268101854,4.0
2,0.7,2.8951135535524863,3.0
3,0.8,3.0951188064502277,3.0
4,0.9,3.4435733082094595,3.0
5,0.95,3.644832995300396,3.0
6,1.0,3.8673437389083563,3.0
7,1.05,4.0765599385651585,3.0
8,1.1,4.211757899499904,0.0
9,1.2,3.3528233771369917,0.0
10,1.3,0.49023916609027923,0.0
11,1.4,0.35311732576259913,0.0
12,1.5,0.27772086803650453,0.0
13,2.0,0.5952251640317198,0.0
14,2.5,0.5777073786272403,0.0
15,3.0,0.3166296697091347,0.0
16,3.5,0.30568066116800774,0.0
