,alpha,performance,capacity
0,0.3,0.0021731752804434105,7.0
1,0.5,0.002911332325450228,9.0
2,0.7,0.0033856445082116916,9.0
3,0.8,0.0034396285079853184,9.0
4,0.9,0.00361384209610641,10.0
5,0.95,0.0035816764857859187,10.0
6,1.0,0.0035557946433581976,10.0
7,1.05,0.0035184882539702625,10.0
8,1.1,0.003487677285509711,10.0
9,1.2,0.0034499340257742274,9.0
10,1.3,0.0024368531576188603,6.0
11,1.4,0.0019961368606590583,6.0
12,1.5,0.0018544689194156215,6.0
13,2.0,0.0011175400622530955,4.0
14,2.5,0.0002577752172234923,0.0
15,3.0,0.00014539592187227425,0.0
16,3.5,0.0001193888693776905,0.0
