,alpha,performance,capacity
0,0.3,2.590355092365271,0.0
1,0.5,2.751514094729266,0.0
2,0.7,2.9043844647397927,0.0
3,0.8,2.9998811136440544,0.0
4,0.9,3.0500894261653304,0.0
5,0.95,3.142245482345756,0.0
6,1.0,3.2231802672435053,0.0
7,1.05,3.3587917729466303,0.0
8,1.1,3.4908145167026126,0.0
9,1.2,3.7189191137618107,0.0
10,1.3,3.8725826055920303,0.0
11,1.4,3.900376037726557,0.0
12,1.5,3.7562812082542427,0.0
13,2.0,2.6267332234979284,0.0
14,2.5,2.6915297333963486,0.0
15,3.0,2.314283845477709,0.0
16,3.5,1.8680933589425863,0.0
