,alpha,performance,capacity
0,0.3,6.337543617948271,8.0
1,0.5,7.474098620699126,9.0
2,0.7,8.529951900057924,9.0
3,0.8,9.120088084137183,9.0
4,0.9,9.404701100995535,9.0
5,0.95,9.512444584212762,9.0
6,1.0,9.511063336311379,9.0
7,1.05,9.35915756354398,9.0
8,1.1,8.769198501397456,9.0
9,1.2,7.2781255239957305,7.0
10,1.3,5.84177768260973,6.0
11,1.4,5.078484169137449,6.0
12,1.5,4.573920794527985,6.0
13,2.0,2.636973128072347,4.0
14,2.5,2.6812185091476595,4.0
15,3.0,1.7514652835344438,3.0
16,3.5,1.5946978875377866,3.0
