,alpha,performance,capacity
0,0.3,5.898896029005804,7.0
1,0.5,7.557855791769691,9.0
2,0.7,8.818829638642157,10.0
3,0.8,9.593237013313097,10.0
4,0.9,9.82569558313944,11.0
5,0.95,10.635291483576188,11.0
6,1.0,10.688099011996218,11.0
7,1.05,10.755003684743944,11.0
8,1.1,11.043576438790684,11.0
9,1.2,9.016039378150182,6.0
10,1.3,8.541592285546905,10.0
11,1.4,9.929987031802442,2.0
12,1.5,10.679980941065338,5.0
13,2.0,8.68111917810159,2.0
14,2.5,5.677499141688413,0.0
15,3.0,2.559090812294964,0.0
16,3.5,0.8293884742541093,0.0
