,alpha,performance,capacity
0,0.3,2.2211192427569872,13.0
1,0.5,2.252403842843883,4.0
2,0.7,2.294917688123631,4.0
3,0.8,2.334106565659708,4.0
4,0.9,2.396230829251709,4.0
5,0.95,2.4416593803500923,4.0
6,1.0,2.4973041480407527,4.0
7,1.05,2.5708322059642077,4.0
8,1.1,2.6723476014515697,4.0
9,1.2,2.8973434391418005,4.0
10,1.3,3.2407481608114437,0.0
11,1.4,3.522050957196328,0.0
12,1.5,3.2137467357941754,0.0
13,2.0,1.2704597512900253,3.0
14,2.5,1.114756799479063,3.0
15,3.0,1.0696297461565083,0.0
16,3.5,1.0331902662500738,0.0
