,alpha,performance,capacity
0,0.3,7.081114775079264,8.0
1,0.5,8.355788312733875,10.0
2,0.7,9.468207506719107,11.0
3,0.8,10.3699833251367,12.0
4,0.9,11.321040230665776,13.0
5,0.95,11.488895370639026,13.0
6,1.0,11.452408429419924,13.0
7,1.05,12.294388437119563,13.0
8,1.1,12.449584993423398,13.0
9,1.2,13.132029725694325,14.0
10,1.3,13.746138170628432,15.0
11,1.4,13.78478481280232,15.0
12,1.5,13.991566494422992,1.0
13,2.0,4.49968731714833,6.0
14,2.5,2.86331553415203,4.0
15,3.0,2.56465655052598,4.0
16,3.5,2.229242172188143,6.0
