,alpha,performance,capacity
0,0.3,0.4023288710003751,9.0
1,0.5,0.46202993602502684,10.0
2,0.7,0.5757783550297947,11.0
3,0.8,0.5936254593912932,11.0
4,0.9,0.6402784960687251,12.0
5,0.95,0.652896145014825,12.0
6,1.0,0.6549744142417663,12.0
7,1.05,0.6911442508802306,13.0
8,1.1,0.691328507041718,13.0
9,1.2,0.689909782765568,13.0
10,1.3,0.7154052192549823,14.0
11,1.4,0.7089577355638765,14.0
12,1.5,0.7339251703519313,14.0
13,2.0,0.37178692496842863,7.0
14,2.5,0.25550876208864975,6.0
15,3.0,0.17142855870833343,3.0
16,3.5,0.07937306807917788,6.0
