,alpha,performance,capacity
0,0.3,0.22046165516456734,8.0
1,0.5,0.2559102206490293,9.0
2,0.7,0.28853768014643305,9.0
3,0.8,0.3082679810078702,10.0
4,0.9,0.29396749974979974,10.0
5,0.95,0.33852845362188444,11.0
6,1.0,0.3514269076262687,11.0
7,1.05,0.3668557549754789,6.0
8,1.1,0.3763035829943772,11.0
9,1.2,0.3791281074863849,6.0
10,1.3,0.3982893598026914,11.0
11,1.4,0.4011756818967969,9.0
12,1.5,0.395085808967626,11.0
13,2.0,0.3464642116006441,8.0
14,2.5,0.08907033928021682,0.0
15,3.0,0.02345859472403275,0.0
16,3.5,0.012407299543882902,0.0
