,alpha,performance,capacity
0,0.3,0.0021026219797175625,8.0
1,0.5,0.002548746240847214,9.0
2,0.7,0.003110775208029749,10.0
3,0.8,0.0031710404340362696,11.0
4,0.9,0.003155687159006407,10.0
5,0.95,0.003139284491507542,10.0
6,1.0,0.003118608152672553,10.0
7,1.05,0.001437951798214585,6.0
8,1.1,0.0012911493983846236,4.0
9,1.2,0.0007941184345799351,3.0
10,1.3,0.0007352400001021431,3.0
11,1.4,0.0006886610982968903,3.0
12,1.5,0.0005657914427731608,3.0
13,2.0,0.0003336193703136613,0.0
14,2.5,0.0001713549838572218,0.0
15,3.0,7.978420264146912e-05,0.0
16,3.5,9.775224904422563e-05,0.0
