,alpha,performance,capacity
0,0.3,0.001844759446815031,3.0
1,0.5,0.00197867470165673,0.0
2,0.7,0.0021211795821429527,4.0
3,0.8,0.0022480390124721807,4.0
4,0.9,0.002456173279955747,5.0
5,0.95,0.002546790923634449,5.0
6,1.0,0.0026294716378591665,4.0
7,1.05,0.002689616463302559,4.0
8,1.1,0.0027082068702383396,0.0
9,1.2,0.0025339895836778924,0.0
10,1.3,0.0020259962764877567,0.0
11,1.4,0.0015243379862688363,0.0
12,1.5,0.0014067147594061405,0.0
13,2.0,0.0005709822823879392,0.0
14,2.5,0.00029003826072828814,0.0
15,3.0,0.00015790232861838846,0.0
16,3.5,0.00013100105880245867,0.0
