,alpha,performance,capacity
0,0.3,6.369174138242021,7.0
1,0.5,7.169706247421565,7.0
2,0.7,7.801544639117031,7.0
3,0.8,8.146785313477043,7.0
4,0.9,8.313791011757333,7.0
5,0.95,8.238030180659756,7.0
6,1.0,7.997920974916571,7.0
7,1.05,7.567875400270605,7.0
8,1.1,7.326958498853919,6.0
9,1.2,6.778870327244995,5.0
10,1.3,6.06448783938811,5.0
11,1.4,5.366357669148695,2.0
12,1.5,4.734889203708995,3.0
13,2.0,1.7471066924470977,0.0
14,2.5,1.0621141633734228,0.0
15,3.0,0.7839699102034814,0.0
16,3.5,0.5859719409539317,0.0
