,alpha,performance,capacity
0,0.3,0.0005953903198340958,4.0
1,0.5,0.0006372816386799983,4.0
2,0.7,0.0006860219945899653,3.0
3,0.8,0.0007166640958223834,3.0
4,0.9,0.0007499001443627444,3.0
5,0.95,0.0007739557441864398,3.0
6,1.0,0.0008012850441053736,3.0
7,1.05,0.0008275228077457724,3.0
8,1.1,0.0008679579477857323,3.0
9,1.2,0.0009479104957637271,4.0
10,1.3,0.0010090989021622767,4.0
11,1.4,0.0009184002631286033,4.0
12,1.5,9.168995513531235e-05,0.0
13,2.0,3.437540450117815e-05,0.0
14,2.5,0.00013559365897194663,0.0
15,3.0,0.00011578469366290105,0.0
16,3.5,0.00013708645564858933,0.0
