,alpha,performance,capacity
0,0.3,6.357209322890087,8.0
1,0.5,7.8753332063184445,9.0
2,0.7,8.634411380584696,10.0
3,0.8,9.307144508071293,11.0
4,0.9,9.931003487637318,11.0
5,0.95,10.165929786617012,11.0
6,1.0,10.290471949143399,11.0
7,1.05,10.422743713008213,11.0
8,1.1,10.583395348675452,11.0
9,1.2,11.347226502478511,12.0
10,1.3,11.680042401440744,12.0
11,1.4,12.243320004124742,12.0
12,1.5,12.306967803270135,13.0
13,2.0,12.24704968302365,13.0
14,2.5,12.586574459653692,13.0
15,3.0,9.233425357710082,10.0
16,3.5,7.793161582797179,9.0
