,alpha,performance,capacity
0,0.3,0.001377907212635365,8.0
1,0.5,0.0015610861141700334,9.0
2,0.7,0.0018667579931221964,10.0
3,0.8,0.0020645233437147975,10.0
4,0.9,0.0020903267307570833,10.0
5,0.95,0.002089007665187285,10.0
6,1.0,0.002068517829206493,10.0
7,1.05,0.002172794731905377,11.0
8,1.1,0.0020432920049782443,10.0
9,1.2,0.0006590923807920875,5.0
10,1.3,0.00045995135241303506,5.0
11,1.4,0.0004598028657922608,4.0
12,1.5,0.00043910572306355734,3.0
13,2.0,0.0002827545113340559,3.0
14,2.5,0.0002542894555315469,3.0
15,3.0,6.090008509705654e-05,0.0
16,3.5,4.842054388814278e-05,0.0
