,alpha,performance,capacity
0,0.3,2.717054357404401,3.0
1,0.5,3.0961478010035375,3.0
2,0.7,3.5487434063231373,0.0
3,0.8,3.8993715920503376,0.0
4,0.9,4.290691901740152,0.0
5,0.95,4.439898641199501,0.0
6,1.0,4.498423787780787,0.0
7,1.05,4.3436821906265335,0.0
8,1.1,3.7201985482142303,0.0
9,1.2,2.4585256838830913,0.0
10,1.3,2.32352348362229,0.0
11,1.4,2.0283337774746055,0.0
12,1.5,1.7491744519898005,0.0
13,2.0,0.9424140447635642,0.0
14,2.5,0.6800282032614284,0.0
15,3.0,0.38193121170460964,0.0
16,3.5,0.28085357256377286,0.0
