,alpha,performance,capacity
0,0.3,0.2313369661080424,8.0
1,0.5,0.27066530533499117,9.0
2,0.7,0.31066159808878424,10.0
3,0.8,0.31169616689071744,9.0
4,0.9,0.3430032616145343,10.0
5,0.95,0.35844035252132855,11.0
6,1.0,0.37151423100326786,11.0
7,1.05,0.37075838093305935,11.0
8,1.1,0.3717174052962899,11.0
9,1.2,0.3929452111268958,11.0
10,1.3,0.4300374447155544,12.0
11,1.4,0.4551167514718795,13.0
12,1.5,0.43383920566727635,12.0
13,2.0,0.48542376955096533,13.0
14,2.5,0.32927299375056857,9.0
15,3.0,0.13945671137376567,0.0
16,3.5,0.07789259319143536,0.0
