,alpha,performance,capacity
0,0.3,0.22361692506460504,9.0
1,0.5,0.2851619490386834,11.0
2,0.7,0.3164248990722515,12.0
3,0.8,0.35053140177988545,13.0
4,0.9,0.37638743748219583,13.0
5,0.95,0.3810543645834824,14.0
6,1.0,0.3828638278557821,14.0
7,1.05,0.40025121517812057,14.0
8,1.1,0.4087832435054489,15.0
9,1.2,0.4306373918277094,15.0
10,1.3,0.43366092714089166,1.0
11,1.4,0.43473673575105565,1.0
12,1.5,0.4353250244426753,1.0
13,2.0,0.3503513665097145,12.0
14,2.5,0.1856660213974756,7.0
15,3.0,0.12631552810963026,5.0
16,3.5,0.0853901298013291,4.0
