,alpha,performance,capacity
0,0.3,2.1874824060308,3.0
1,0.5,2.354115957748424,3.0
2,0.7,2.5791670753860845,3.0
3,0.8,2.6843347894630165,3.0
4,0.9,2.746391215220582,3.0
5,0.95,2.8140910990540307,0.0
6,1.0,2.9223486802705767,0.0
7,1.05,3.0405384144848986,0.0
8,1.1,3.183052554467615,0.0
9,1.2,3.4710527832686693,0.0
10,1.3,3.717883735490223,0.0
11,1.4,3.830715884679662,0.0
12,1.5,3.697718678044041,0.0
13,2.0,2.151397349042571,0.0
14,2.5,1.5730736472770432,0.0
15,3.0,1.0834647982099683,0.0
16,3.5,0.7004459047154384,0.0
