,alpha,performance,capacity
0,0.3,7.276735370926831,9.0
1,0.5,8.35652079737832,10.0
2,0.7,10.413835605288856,11.0
3,0.8,10.736627890249727,11.0
4,0.9,11.5804196899973,12.0
5,0.95,11.808629244424074,12.0
6,1.0,11.84621793438408,12.0
7,1.05,12.500404965439857,13.0
8,1.1,12.503737521028704,13.0
9,1.2,12.47807771417422,13.0
10,1.3,12.939201828977222,14.0
11,1.4,12.82258918690685,14.0
12,1.5,13.274163580242837,14.0
13,2.0,6.72433738259704,7.0
14,2.5,4.621268272518461,6.0
15,3.0,3.1005486969856895,3.0
16,3.5,1.4355838062394446,6.0
